X,Y,publicaddress,caseNumber,precinct,reportedDate,reportedTime,beginDate,reportedDateTime,beginTime,offense,description,UCRCode,enteredDate,centergbsid,centerLong,centerLat,centerX,centerY,neighborhood,lastchanged,LastUpdateDateETL,OBJECTID
-93.2620410793985,44.9483580496967,0008XX LAKE ST E,MP2018301661        ,3     ,2018/09/06 00:00:00+00,2349,2018/09/06 00:00:00+00,2018/09/06 23:49:00+00,2129,ASLT4   ,ASLT4-LESS THAN SUBST HARM    ,05 ,2018/09/07 00:00:00+00,19111,-93.26204,44.94835,-10381882.9233,5613395.1786,Powderhorn Park,2018/11/21 00:00:00+00,2022/03/17 09:10:30+00,4220
-93.2895209320119,45.0008617746906,0021XX ALDRICH AVE N,MP2018301709        ,4     ,2018/09/06 00:00:00+00,2232,2018/09/06 00:00:00+00,2018/09/06 22:32:00+00,2200,TFPER   ,THEFT FROM PERSON SNATCH/GRAB ,07 ,2018/09/07 00:00:00+00,,-93.28952,45.00086,-10384941.9665,5621657.156,Hawthorne,2018/09/07 00:00:00+00,2022/03/26 07:00:58+00,4221
-93.2898904081899,45.0077264192707,0008XX 27TH AVE N,MP2018301710        ,4     ,2018/09/06 00:00:00+00,2207,2018/09/06 00:00:00+00,2018/09/06 22:07:00+00,2207,ASLT2   ,ASSLT W/DNGRS WEAPON          ,05 ,2018/09/06 00:00:00+00,,-93.28989,45.00772,-10384983.0964,5622737.9348,Hawthorne,2019/03/11 00:00:00+00,2022/03/26 07:00:58+00,4222
-93.2765819633754,44.9645834047503,0018XX 1ST AVE S,MP2018301727        ,5     ,2018/09/06 00:00:00+00,2307,2018/09/06 00:00:00+00,2018/09/06 23:07:00+00,2215,ROBPER  ,ROBBERY OF PERSON             ,04 ,2018/09/07 00:00:00+00,,-93.27658,44.96458,-10383501.6071,5615947.5903,Steven's Square - Loring Heights,2018/09/07 00:00:00+00,2022/03/26 07:00:58+00,4223
-93.283011132202,44.9842202303076,0006XX OLSON MEMORIAL HWY,MP2018301828        ,1     ,2018/09/07 00:00:00+00,101,2018/09/07 00:00:00+00,2018/09/07 01:01:00+00,101,ASLT2   ,ASSLT W/DNGRS WEAPON          ,05 ,2018/09/07 00:00:00+00,16909,-93.28301,44.98422,-10384217.2989,5619037.6264,North Loop,2018/09/07 00:00:00+00,2022/03/17 09:10:30+00,4224
-93.2347875734906,44.9794523991365,0003XX 15TH AVE SE,MP2018301880        ,2     ,2018/09/07 00:00:00+00,219,2018/09/05 00:00:00+00,2018/09/07 02:19:00+00,1638,THEFT   ,OTHER THEFT                   ,07 ,2018/09/07 00:00:00+00,16635,-93.23478,44.97945,-10378849.0769,5618287.2668,University of Minnesota,2018/09/07 00:00:00+00,2022/03/17 09:10:30+00,4225
-93.2731661446604,44.9799675591775,0009XX 5TH ST N,MP2018301906        ,1     ,2018/09/07 00:00:00+00,325,2018/09/07 00:00:00+00,2018/09/07 03:25:00+00,200,TFPER   ,THEFT FROM PERSON SNATCH/GRAB ,07 ,2018/09/07 00:00:00+00,16701,-93.27316,44.97996,-10383121.3599,5618368.3395,Downtown West,2018/09/07 00:00:00+00,2022/03/17 09:10:30+00,4226
-93.2676679601499,44.9564233670031,0025XX PORTLAND AVE,MP2018301965        ,3     ,2018/09/07 00:00:00+00,633,2018/09/07 00:00:00+00,2018/09/07 06:33:00+00,459,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2018/09/07 00:00:00+00,16976,-93.26766,44.95642,-10382509.3048,5614663.844,Phillips West,2018/09/09 00:00:00+00,2022/03/17 09:10:30+00,4227
-93.2448606486727,44.9688688996364,0019XX 5TH ST S,MP2018301975        ,1     ,2018/09/07 00:00:00+00,824,2018/09/07 00:00:00+00,2018/09/07 08:24:00+00,400,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2018/09/18 00:00:00+00,18093,-93.24486,44.96886,-10379970.4065,5616621.8623,Cedar Riverside,2018/09/18 00:00:00+00,2022/03/17 09:10:30+00,4228
-93.2970360131,44.9456599752685,0031XX GIRARD AVE S,MP2018302002        ,5     ,2018/09/07 00:00:00+00,1010,2018/09/06 00:00:00+00,2018/09/07 10:10:00+00,1700,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2018/09/07 00:00:00+00,,-93.29703,44.94565,-10385778.5415,5612970.8143,South Uptown,2018/09/07 00:00:00+00,2022/04/16 07:00:15+00,4229
-93.2916174040523,45.0126847343056,0031XX COLFAX AVE N,MP2018302006        ,4     ,2018/09/07 00:00:00+00,957,2018/09/06 00:00:00+00,2018/09/07 09:57:00+00,2200,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018/09/07 00:00:00+00,14208,-93.29161,45.01268,-10385175.3447,5623518.6591,Hawthorne,2018/09/07 00:00:00+00,2022/03/17 09:10:30+00,4230
-93.281220895842,44.9826205606918,0004XX 7TH ST N,MP2018302023        ,1     ,2018/09/07 00:00:00+00,1007,2018/09/06 00:00:00+00,2018/09/07 10:07:00+00,2200,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2018/09/07 00:00:00+00,19901,-93.28122,44.98262,-10384018.0107,5618785.864,North Loop,2018/09/07 00:00:00+00,2022/03/17 09:10:30+00,4231
-93.2467350445985,44.953747548018,0018XX 27TH ST E,MP2018302040        ,3     ,2018/09/07 00:00:00+00,920,2018/09/07 00:00:00+00,2018/09/07 09:20:00+00,730,ROBPER  ,ROBBERY OF PERSON             ,04 ,2018/09/07 00:00:00+00,,-93.24673,44.95374,-10380179.0633,5614242.9209,East Phillips,2019/03/22 00:00:00+00,2022/03/26 07:00:58+00,4232
-93.2228191455854,44.9937416533469,0004XX WILSON ST NE,MP2018302049        ,2     ,2018/09/07 00:00:00+00,1036,2018/09/06 00:00:00+00,2018/09/07 10:36:00+00,1615,BURGB   ,BURGLARY OF BUSINESS          ,06 ,2018/09/07 00:00:00+00,17384,-93.22281,44.99374,-10377516.7576,5620536.2914,Mid - City Industrial,2018/09/07 00:00:00+00,2022/03/17 09:10:30+00,4233
-93.2314353438195,44.9600883223247,0022XX 28TH AVE S,MP2018302086        ,3     ,2018/09/07 00:00:00+00,1000,2018/09/06 00:00:00+00,2018/09/07 10:00:00+00,1633,TBLDG   ,THEFT FROM BUILDING           ,07 ,2018/09/07 00:00:00+00,15104,-93.23143,44.96008,-10378475.9084,5615240.3963,Seward,2018/09/10 00:00:00+00,2022/03/17 09:10:30+00,4234
-93.2765819633754,44.9645834047503,0018XX 1ST AVE S,MP2018302145        ,5     ,2018/09/07 00:00:00+00,1241,2018/09/07 00:00:00+00,2018/09/07 12:41:00+00,1118,ASLT3   ,ASLT-SGNFCNT BDLY HM          ,05 ,2018/09/07 00:00:00+00,,-93.27658,44.96458,-10383501.6071,5615947.5903,Steven's Square - Loring Heights,2018/10/12 00:00:00+00,2022/03/17 09:10:30+00,4235
-93.2815657474015,44.9958087100365,0016XX WASHINGTON AVE N,MP2018302152        ,4     ,2018/09/07 00:00:00+00,1345,2018/09/07 00:00:00+00,2018/09/07 13:45:00+00,1000,ROBPER  ,ROBBERY OF PERSON             ,04 ,2018/09/08 00:00:00+00,17353,-93.28156,44.9958,-10384056.3994,5620861.6775,Hawthorne,2018/09/10 00:00:00+00,2022/03/17 09:10:30+00,4236
-93.2841378872663,45.0130942012713,0003XX LOWRY AVE N,MP2018302168        ,4     ,2018/09/07 00:00:00+00,1236,2018/09/06 00:00:00+00,2018/09/07 12:36:00+00,730,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2018/09/08 00:00:00+00,14883,-93.28413,45.01309,-10384342.7287,5623583.1358,Hawthorne,2018/09/08 00:00:00+00,2022/03/17 09:10:30+00,4237
-93.2068529721208,44.9094815514014,0051XX HIAWATHA AVE,MP2018302217        ,3     ,2018/09/07 00:00:00+00,1434,2018/09/05 00:00:00+00,2018/09/07 14:34:00+00,800,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018/09/18 00:00:00+00,16383,-93.20685,44.90948,-10375739.4113,5607282.4479,Minnehaha,2018/09/18 00:00:00+00,2022/03/17 09:10:30+00,4238
-93.2455592540961,45.0140673399861,0025XX POLK ST NE,MP2018302229        ,2     ,2018/09/07 00:00:00+00,1603,2018/09/03 00:00:00+00,2018/09/07 16:03:00+00,900,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018/09/07 00:00:00+00,11142,-93.24555,45.01406,-10380048.1749,5623736.3729,Audubon Park,2018/09/07 00:00:00+00,2022/03/17 09:10:30+00,4239
-93.2518386117811,44.9447304236609,0015XX 32ND ST E,MP2018302233        ,3     ,2018/09/07 00:00:00+00,1356,2018/09/06 00:00:00+00,2018/09/07 13:56:00+00,2300,CSCR    ,CSC - RAPE                    ,03 ,2018/09/07 00:00:00+00,,-93.25183,44.94473,-10380747.1898,5612824.6152,East Phillips,2018/09/07 00:00:00+00,2022/03/17 09:10:30+00,4240
-93.270962701236,44.9717448730847,0010XX 3RD AVE S,MP2018302241        ,1     ,2018/09/09 00:00:00+00,926,2018/09/07 00:00:00+00,2018/09/09 09:26:00+00,1235,TFPER   ,THEFT FROM PERSON SNATCH/GRAB ,07 ,2018/09/09 00:00:00+00,17355,-93.27096,44.97174,-10382876.0737,5617074.391,Downtown West,2018/09/09 00:00:00+00,2022/03/17 09:10:30+00,4241
-93.2232587604242,44.9332594838898,0038XX MINNEHAHA AVE,MP2018302256        ,3     ,2018/09/10 00:00:00+00,1815,2018/09/07 00:00:00+00,2018/09/10 18:15:00+00,1300,SHOPLF  ,SHOPLIFTING                   ,07 ,2018/09/11 00:00:00+00,12469,-93.22325,44.93325,-10377565.6953,5611020.6702,Howe,2018/09/11 00:00:00+00,2022/03/17 09:10:30+00,4242
-93.2964042135877,45.0026098975209,0012XX 23RD AVE N,MP2018302290        ,4     ,2018/09/07 00:00:00+00,1639,2018/09/06 00:00:00+00,2018/09/07 16:39:00+00,2300,TFPER   ,THEFT FROM PERSON SNATCH/GRAB ,07 ,2018/09/08 00:00:00+00,20337,-93.2964,45.0026,-10385708.2099,5621932.3705,Jordan,2018/09/08 00:00:00+00,2022/03/17 09:10:30+00,4243
-93.2627188654669,44.9006659919405,0056XX CHICAGO AVE,MP2018302342        ,3     ,2018/09/07 00:00:00+00,1534,2018/09/07 00:00:00+00,2018/09/07 15:34:00+00,1500,SHOPLF  ,SHOPLIFTING                   ,07 ,2018/09/07 00:00:00+00,14613,-93.26271,44.90066,-10381958.3741,5605896.9121,Diamond Lake,2018/09/08 00:00:00+00,2022/03/17 09:10:30+00,4244
-93.293673432142,44.9489114585655,0011XX LAGOON AVE,MP2018302344        ,5     ,2018/09/07 00:00:00+00,1659,2018/09/07 00:00:00+00,2018/09/07 16:59:00+00,1230,SHOPLF  ,SHOPLIFTING                   ,07 ,2018/09/07 00:00:00+00,19777,-93.29367,44.94891,-10385404.2207,5613482.2235,Lowry Hill East,2018/09/07 00:00:00+00,2022/03/17 09:10:30+00,4245
-93.289518917989,45.0042472826256,0024XX ALDRICH AVE N,MP2018302388        ,4     ,2018/09/07 00:00:00+00,1855,2018/09/07 00:00:00+00,2018/09/07 18:55:00+00,1507,DASTR   ,DOMESTIC ASSAULT/STRANGULATION,05,2018/09/07 00:00:00+00,14928,-93.28951,45.00424,-10384941.7423,5622190.1587,Hawthorne,2018/09/08 00:00:00+00,2022/03/17 09:10:30+00,4246
-93.2727592311929,44.9633199993656,0019XX 3RD AVE S,MP2018302424        ,5     ,2018/09/07 00:00:00+00,1546,2018/09/03 00:00:00+00,2018/09/07 15:46:00+00,1100,BIKETF  ,BIKE THEFT                    ,07,2018/09/08 00:00:00+00,17344,-93.27275,44.96332,-10383076.0625,5615748.818,Steven's Square - Loring Heights,2018/09/08 00:00:00+00,2022/03/17 09:10:30+00,4247
-93.2707642526099,44.9808659281911,0003XX HENNEPIN AVE,MP2018302439        ,1     ,2018/09/07 00:00:00+00,1629,2018/09/07 00:00:00+00,2018/09/07 16:29:00+00,1530,THEFT   ,OTHER THEFT                   ,07 ,2018/09/08 00:00:00+00,17867,-93.27076,44.98086,-10382853.9825,5618509.721,Downtown West,2018/09/08 00:00:00+00,2022/03/17 09:10:30+00,4248
-93.2385414444167,44.9627523263411,0023XX FRANKLIN AVE E,MP2018302448        ,3     ,2018/09/07 00:00:00+00,1812,2018/09/06 00:00:00+00,2018/09/07 18:12:00+00,2200,TMVP    ,THEFT-MOTR VEH PARTS          ,07 ,2018/09/07 00:00:00+00,18338,-93.23854,44.96275,-10379266.9559,5615659.5071,Seward,2018/09/08 00:00:00+00,2022/03/17 09:10:30+00,4249
-93.2486683655153,44.943835283239,0032XX 18TH AVE S,MP2018302450        ,3     ,2018/09/07 00:00:00+00,1817,2018/09/07 00:00:00+00,2018/09/07 18:17:00+00,1515,ROBPAG  ,ROBBERY PER AGG               ,04 ,2018/09/07 00:00:00+00,,-93.24866,44.94383,-10380394.2796,5612683.8305,Corcoran,2018/09/07 00:00:00+00,2022/03/26 07:00:58+00,4250
-93.2714818520117,44.9645861308273,0018XX CLINTON AVE,MP2018302461        ,1     ,2018/09/07 00:00:00+00,1835,2018/09/07 00:00:00+00,2018/09/07 18:35:00+00,800,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2018/09/08 00:00:00+00,,-93.27148,44.96458,-10382933.8653,5615948.0192,Loring Park,2018/09/08 00:00:00+00,2022/03/26 07:00:58+00,4251
-93.2288341218957,45.0036390726701,0014XX NEW BRIGHTON BLVD,MP2018302462        ,2     ,2018/09/07 00:00:00+00,1625,2018/09/07 00:00:00+00,2018/09/07 16:25:00+00,1625,THEFT   ,OTHER THEFT                   ,07 ,2018/09/07 00:00:00+00,21511,-93.22883,45.00363,-10378186.3417,5622094.4019,Northeast Park,2018/09/07 00:00:00+00,2022/03/17 09:10:30+00,4252
-93.2956228409872,44.963423316626,0019XX FREMONT AVE S,MP2018302496        ,5     ,2018/09/07 00:00:00+00,2121,2018/09/07 00:00:00+00,2018/09/07 21:21:00+00,1340,THEFT   ,OTHER THEFT                   ,07 ,2018/09/08 00:00:00+00,14802,-93.29562,44.96342,-10385621.2279,5615765.0728,Lowry Hill,2018/09/08 00:00:00+00,2022/03/17 09:10:30+00,4253
-93.2640985142499,44.9689141711067,0007XX 14TH ST E,MP2018302537        ,1     ,2018/09/07 00:00:00+00,1908,2018/09/06 00:00:00+00,2018/09/07 19:08:00+00,1830,TMVP    ,THEFT-MOTR VEH PARTS          ,07 ,2018/09/08 00:00:00+00,,-93.26409,44.96891,-10382111.9559,5616628.9855,Elliot Park,2018/09/08 00:00:00+00,2022/03/26 07:00:58+00,4254
-93.2422897538729,44.9404332742688,0034XX 21ST AVE S,MP2018302544        ,3     ,2018/09/07 00:00:00+00,2145,2018/09/07 00:00:00+00,2018/09/07 21:45:00+00,715,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018/09/08 00:00:00+00,19589,-93.24228,44.94043,-10379684.2158,5612148.7939,Corcoran,2018/09/08 00:00:00+00,2022/03/17 09:10:30+00,4255
-93.2788078386308,44.9483470443941,0002XX LAKE ST W,MP2018302564        ,5     ,2018/09/07 00:00:00+00,2137,2018/09/07 00:00:00+00,2018/09/07 21:37:00+00,1735,THEFT   ,OTHER THEFT                   ,07 ,2018/09/07 00:00:00+00,21928,-93.2788,44.94834,-10383749.3904,5613393.4476,Whittier,2018/09/07 00:00:00+00,2022/03/17 09:10:30+00,4256
-93.2515771678974,44.990908680277,0007XX CENTRAL AVE NE,MP2018302589        ,2     ,2018/09/07 00:00:00+00,2024,2018/08/23 00:00:00+00,2018/09/07 20:24:00+00,0,MVTHFT  ,OTHER VEHICLE THEFT           ,08 ,2018/09/08 00:00:00+00,16589,-93.25157,44.9909,-10380718.086,5620090.3575,Marcy Holmes,2018/09/18 00:00:00+00,2022/03/17 09:10:30+00,4257
-93.2473599073202,45.0103775815736,0022XX CENTRAL AVE NE,MP2018302596        ,2     ,2018/09/07 00:00:00+00,2056,2018/09/07 00:00:00+00,2018/09/07 20:56:00+00,1810,ROBPAG  ,ROBBERY PER AGG               ,04 ,2018/09/08 00:00:00+00,20984,-93.24735,45.01037,-10380248.6227,5623155.372,Holland,2018/09/08 00:00:00+00,2022/03/17 09:10:30+00,4258
-93.3150154710165,44.8952721443165,0059XX UPTON AVE S,MP2018302636        ,5     ,2018/09/07 00:00:00+00,2033,2018/08/27 00:00:00+00,2018/09/07 20:33:00+00,1900,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018/09/08 00:00:00+00,22374,-93.31501,44.89527,-10387780.0056,5605049.2693,Armatage,2018/09/08 00:00:00+00,2022/03/17 09:10:30+00,4259
-93.271523178108,45.0049466905588,0017XX MARSHALL ST NE,MP2018302676        ,2     ,2018/09/07 00:00:00+00,2002,2018/09/07 00:00:00+00,2018/09/07 20:02:00+00,1710,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018/09/08 00:00:00+00,19400,-93.27152,45.00494,-10382938.4657,5622300.275,Sheridan,2018/09/08 00:00:00+00,2022/03/17 09:10:30+00,4260
-93.2464524238303,44.9698743720246,0018XX RIVERSIDE AVE,MP2018302680        ,1     ,2018/09/08 00:00:00+00,8,2018/09/07 00:00:00+00,2018/09/08 00:08:00+00,1918,MURDR   ,MURDER (GENERAL)              ,01 ,2018/09/07 00:00:00+00,22618,-93.24645,44.96987,-10380147.6021,5616780.0688,Cedar Riverside,2018/09/18 00:00:00+00,2022/03/17 09:10:30+00,4261
-93.2473656098257,45.0064214390302,0018XX CENTRAL AVE NE,MP2018302682        ,2     ,2018/09/07 00:00:00+00,2109,2018/09/07 00:00:00+00,2018/09/07 21:09:00+00,1700,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2018/09/08 00:00:00+00,15311,-93.24736,45.00642,-10380249.2575,5622532.467,Windom Park,2018/09/08 00:00:00+00,2022/03/17 09:10:30+00,4262
-93.3271270598352,44.9125163772951,0037XX 50TH ST W,MP2018302696        ,5     ,2018/09/07 00:00:00+00,2104,2018/09/07 00:00:00+00,2018/09/07 21:04:00+00,1800,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2018/09/08 00:00:00+00,22122,-93.32712,44.91251,-10389128.2615,5607759.4787,Fulton,2018/09/08 00:00:00+00,2022/03/17 09:10:30+00,4263
-93.2774358030698,44.9760866363403,0009XX HENNEPIN AVE,MP2018302711        ,1     ,2018/09/07 00:00:00+00,2329,2018/09/07 00:00:00+00,2018/09/07 23:29:00+00,1942,THFTSW  ,THEFT BY SWINDLE              ,07 ,2018/09/09 00:00:00+00,16704,-93.27743,44.97608,-10383596.6561,5617757.6018,Downtown West,2018/09/10 00:00:00+00,2022/03/17 09:10:30+00,4264
-93.2774358030698,44.9760866363403,0009XX HENNEPIN AVE,MP2018302728        ,1     ,2018/09/08 00:00:00+00,21,2018/09/07 00:00:00+00,2018/09/08 00:21:00+00,1955,THFTSW  ,THEFT BY SWINDLE              ,07 ,2018/09/09 00:00:00+00,16704,-93.27743,44.97608,-10383596.6561,5617757.6018,Downtown West,2018/09/10 00:00:00+00,2022/03/17 09:10:30+00,4265
-93.2940443465228,44.9177559904035,0011XX 47TH ST W,MP2018302729        ,5     ,2018/09/07 00:00:00+00,2108,2018/09/07 00:00:00+00,2018/09/07 21:08:00+00,1730,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2018/09/07 00:00:00+00,,-93.29404,44.91775,-10385445.5107,5608583.1295,Lynnhurst,2018/09/07 00:00:00+00,2022/03/26 07:00:58+00,4266
-93.2157770786983,44.9994314634995,0033XX BROADWAY ST NE,MP2018302744        ,2     ,2018/09/07 00:00:00+00,2209,2018/09/07 00:00:00+00,2018/09/07 22:09:00+00,1800,THEFT   ,OTHER THEFT                   ,07 ,2018/09/07 00:00:00+00,18625,-93.21577,44.99943,-10376732.8383,5621431.9822,Mid - City Industrial,2018/09/10 00:00:00+00,2022/03/17 09:10:30+00,4267
-93.2351470720808,44.9483717106375,0025XX LAKE ST E,MP2018302758        ,3     ,2018/09/07 00:00:00+00,2107,2018/09/07 00:00:00+00,2018/09/07 21:07:00+00,2010,SHOPLF  ,SHOPLIFTING                   ,07 ,2018/09/10 00:00:00+00,19097,-93.23514,44.94837,-10378889.0961,5613397.3273,Longfellow,2018/09/11 00:00:00+00,2022/03/17 09:10:30+00,4268
-93.2774358030698,44.9760866363403,0009XX HENNEPIN AVE,MP2018302812        ,1     ,2018/09/07 00:00:00+00,1900,2018/09/05 00:00:00+00,2018/09/07 19:00:00+00,1645,THFTSW  ,THEFT BY SWINDLE              ,07 ,2018/09/09 00:00:00+00,16704,-93.27743,44.97608,-10383596.6561,5617757.6018,Downtown West,2018/09/10 00:00:00+00,2022/03/17 09:10:30+00,4269
-93.2390700742153,44.9843868666638,0010XX 6TH ST SE,MP2018302858        ,2     ,2018/09/07 00:00:00+00,2255,2018/09/07 00:00:00+00,2018/09/07 22:55:00+00,2246,THEFT   ,OTHER THEFT                   ,07 ,2018/09/08 00:00:00+00,17734,-93.23907,44.98438,-10379325.8027,5619063.8527,Marcy Holmes,2019/04/09 00:00:00+00,2022/03/17 09:10:30+00,4270
-93.2793299376773,44.9670454596522,0015XX LASALLE AVE,MP2018302898        ,1     ,2018/09/07 00:00:00+00,2255,2018/09/07 00:00:00+00,2018/09/07 22:55:00+00,2130,TFPER   ,THEFT FROM PERSON SNATCH/GRAB ,07 ,2018/09/08 00:00:00+00,,-93.27932,44.96704,-10383807.5102,5616334.9594,Loring Park,2018/09/08 00:00:00+00,2022/03/26 07:00:58+00,4271
-93.2778123166498,44.964710662004,0018XX NICOLLET AVE,MP2018302904        ,5     ,2018/09/07 00:00:00+00,2253,2018/09/07 00:00:00+00,2018/09/07 22:53:00+00,2220,ROBPER  ,ROBBERY OF PERSON             ,04 ,2018/09/08 00:00:00+00,22155,-93.27781,44.96471,-10383638.5694,5615967.612,Steven's Square - Loring Heights,2018/09/08 00:00:00+00,2022/03/17 09:10:30+00,4272
-93.2818354018868,44.9996748276124,0020XX WASHINGTON AVE N,MP2018303001        ,4     ,2018/09/08 00:00:00+00,107,2018/09/07 00:00:00+00,2018/09/08 01:07:00+00,2346,MURDR   ,MURDER (GENERAL)              ,01 ,2018/09/08 00:00:00+00,21518,-93.28183,44.99967,-10384086.4172,5621470.2946,Hawthorne,2018/09/18 00:00:00+00,2022/03/17 09:10:30+00,4273
-93.2883105923037,44.9023658279746,0055XX LYNDALE AVE S,MP2018303087        ,5     ,2018/09/07 00:00:00+00,1147,2018/09/06 00:00:00+00,2018/09/07 11:47:00+00,800,THEFT   ,OTHER THEFT                   ,07 ,2018/09/08 00:00:00+00,14676,-93.28831,44.90236,-10384807.2321,5606164.0577,Windom,2018/09/14 00:00:00+00,2022/03/17 09:10:30+00,4274
-93.2788292176363,44.9773362659962,0004XX 10TH ST N,MP2018303116        ,1     ,2018/09/08 00:00:00+00,218,2018/09/08 00:00:00+00,2018/09/08 02:18:00+00,105,ROBPAG  ,ROBBERY PER AGG               ,04 ,2018/09/08 00:00:00+00,,-93.27882,44.97733,-10383751.7703,5617954.2505,Downtown West,2018/09/08 00:00:00+00,2022/03/26 07:00:58+00,4275
-93.2244862283099,44.9349510155181,0037XX MINNEHAHA AVE,MP2018303128        ,3     ,2018/09/08 00:00:00+00,241,2018/09/07 00:00:00+00,2018/09/08 02:41:00+00,2030,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018/09/08 00:00:00+00,21190,-93.22448,44.93495,-10377702.3364,5611286.6615,Howe,2018/09/08 00:00:00+00,2022/03/17 09:10:30+00,4276
-93.2964042135877,45.0026098975209,0012XX 23RD AVE N,MP2018303136        ,4     ,2018/09/08 00:00:00+00,356,2018/09/08 00:00:00+00,2018/09/08 03:56:00+00,130,ASLT2   ,ASSLT W/DNGRS WEAPON          ,05 ,2018/09/08 00:00:00+00,,-93.2964,45.0026,-10385708.2099,5621932.3705,Jordan,2018/09/17 00:00:00+00,2022/03/26 07:00:58+00,4277
-93.2631200413947,44.9723680567431,0007XX PARK AVE,MP2018303151        ,1     ,2018/09/08 00:00:00+00,455,2018/09/08 00:00:00+00,2018/09/08 04:55:00+00,149,DASLT2  ,2ND DEG DOMES ASLT            ,05 ,2018/09/08 00:00:00+00,21740,-93.26312,44.97236,-10382003.0328,5617172.4507,Elliot Park,2018/09/08 00:00:00+00,2022/03/17 09:10:30+00,4278
-93.3033555721906,44.9511207843611,0028XX JAMES AVE S,MP2018303239        ,5     ,2018/09/08 00:00:00+00,459,2018/09/08 00:00:00+00,2018/09/08 04:59:00+00,307,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018/09/08 00:00:00+00,18590,-93.30335,44.95112,-10386482.0316,5613829.7336,East Isles,2018/09/28 00:00:00+00,2022/03/17 09:10:30+00,4279
-93.2691207057459,44.9795090422048,0009XX 4TH ST S,MP2018303244        ,1     ,2018/09/08 00:00:00+00,629,2018/09/08 00:00:00+00,2018/09/08 06:29:00+00,245,THEFT   ,OTHER THEFT                   ,07 ,2018/09/09 00:00:00+00,,-93.26912,44.9795,-10382671.0237,5618296.1809,Downtown West,2018/09/09 00:00:00+00,2022/03/26 07:00:58+00,4280
-93.2926791588192,45.0375710054188,0045XX COLFAX AVE N,MP2018303270        ,4     ,2018/09/08 00:00:00+00,633,2018/09/08 00:00:00+00,2018/09/08 06:33:00+00,356,DASLT2  ,2ND DEG DOMES ASLT            ,05 ,2018/09/08 00:00:00+00,10463,-93.29267,45.03757,-10385293.5387,5627438.2126,Lind - Bohanon,2018/09/08 00:00:00+00,2022/03/17 09:10:30+00,4281
-93.2742956710273,44.9807814418241,0001XX 5TH ST N,MP2018303295        ,1     ,2018/09/08 00:00:00+00,553,2018/09/08 00:00:00+00,2018/09/08 05:53:00+00,330,THEFT   ,OTHER THEFT                   ,07 ,2018/09/08 00:00:00+00,17874,-93.27429,44.98078,-10383247.0982,5618496.4248,Downtown West,2018/09/08 00:00:00+00,2022/03/17 09:10:30+00,4282
-93.3107697113869,45.0015011720256,0022XX RUSSELL AVE N,MP2018303301        ,4     ,2018/09/08 00:00:00+00,640,2018/09/08 00:00:00+00,2018/09/08 06:40:00+00,506,ASLT2   ,ASSLT W/DNGRS WEAPON          ,05 ,2018/09/08 00:00:00+00,,-93.31076,45.0015,-10387307.3698,5621757.8181,Willard - Hay,2018/10/26 00:00:00+00,2022/03/26 07:00:58+00,4283
-93.2918853391622,44.9528469595313,0027XX COLFAX AVE S,MP2018303341        ,5     ,2018/09/08 00:00:00+00,901,2018/09/07 00:00:00+00,2018/09/08 09:01:00+00,2230,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2018/09/08 00:00:00+00,16070,-93.29188,44.95284,-10385205.1711,5614101.2571,Lowry Hill East,2018/09/08 00:00:00+00,2022/03/17 09:10:30+00,4284
-93.2906386338547,44.9492023567408,0029XX BRYANT AVE S,MP2018303343        ,5     ,2018/09/08 00:00:00+00,1007,2018/09/07 00:00:00+00,2018/09/08 10:07:00+00,1830,BIKETF  ,BIKE THEFT                    ,07,2018/09/08 00:00:00+00,16088,-93.29063,44.9492,-10385066.3885,5613527.9788,Lowry Hill East,2018/09/08 00:00:00+00,2022/03/17 09:10:30+00,4285
-93.2892947541897,45.0194135178176,0035XX ALDRICH AVE N,MP2018303358        ,4     ,2018/09/08 00:00:00+00,940,2018/09/06 00:00:00+00,2018/09/08 09:40:00+00,800,THEFT   ,OTHER THEFT                   ,07 ,2018/09/08 00:00:00+00,10401,-93.28929,45.01941,-10384916.7885,5624578.2652,McKinley,2018/09/08 00:00:00+00,2022/03/17 09:10:30+00,4286
