X,Y,publicaddress,caseNumber,precinct,reportedDate,reportedTime,beginDate,reportedDateTime,beginTime,offense,description,UCRCode,enteredDate,centergbsid,centerLong,centerLat,centerX,centerY,neighborhood,lastchanged,LastUpdateDateETL,OBJECTID
-93.2113690950065,44.9144511412522,0049XX SOUTH MINNEHAHA PARK DR,MP2018164687        ,3     ,2018/08/07 00:00:00+00,1627,2018/08/07 00:00:00+00,2018/08/07 16:27:00+00,1215,BIKETF  ,BIKE THEFT                    ,07,2018/08/07 00:00:00+00,17786,-93.21136,44.91445,-10376242.1438,5608063.6088,Hiawatha,2018/10/25 00:00:00+00,2022/03/17 09:10:30+00,1
-93.2550182732894,44.9438363857633,0032XX 14TH AVE S,MP2018168011        ,3     ,2018/11/03 00:00:00+00,837,2018/11/03 00:00:00+00,2018/11/03 08:37:00+00,0,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2018/11/03 00:00:00+00,11604,-93.25501,44.94383,-10381101.1481,5612684.0039,Powderhorn Park,2018/11/03 00:00:00+00,2022/03/17 09:10:30+00,2
-93.3135112259036,44.9244497725556,0025XX 43RD ST W,MP201818191203      ,5     ,2018/06/10 00:00:00+00,1237,2018/06/10 00:00:00+00,2018/06/10 12:37:00+00,1237,ARSON   ,ARSON                         ,10 ,2018/06/11 00:00:00+00,12543,-93.31351,44.92444,-10387612.5538,5609635.4804,Linden Hills,2018/06/12 00:00:00+00,2022/03/17 09:10:30+00,3
-93.2716992676667,45.0080359539214,0021XX MARSHALL ST NE,MP201818293007      ,2     ,2018/08/30 00:00:00+00,2118,2018/08/30 00:00:00+00,2018/08/30 21:18:00+00,1800,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2018/08/31 00:00:00+00,15276,-93.27169,45.00803,-10382958.0679,5622786.6714,Bottineau,2018/08/31 00:00:00+00,2022/03/17 09:10:30+00,4
-93.2776008226892,44.9881666585411,0007XX WASHINGTON AVE N,MP201818399499      ,1     ,2018/12/04 00:00:00+00,2000,2018/12/03 00:00:00+00,2018/12/04 20:00:00+00,2000,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2018/12/05 00:00:00+00,14827,-93.2776,44.98816,-10383615.026,5619658.7611,North Loop,2018/12/06 00:00:00+00,2022/03/17 09:10:30+00,5
-93.2625794163921,44.9582215628105,0024XX CHICAGO AVE,MP2018184309        ,3     ,2018/06/05 00:00:00+00,202,2018/06/05 00:00:00+00,2018/06/05 02:02:00+00,56,THEFT   ,OTHER THEFT                   ,07 ,2018/06/05 00:00:00+00,18932,-93.26257,44.95822,-10381942.8507,5614946.7225,Midtown Phillips,2018/06/05 00:00:00+00,2022/03/17 09:10:30+00,6
-93.242882763233,44.9950984845249,0011XX SPRING ST NE,MP2018184342        ,2     ,2018/06/05 00:00:00+00,330,2018/06/05 00:00:00+00,2018/06/05 03:30:00+00,151,DASTR   ,DOMESTIC ASSAULT/STRANGULATION,05,2018/06/05 00:00:00+00,15760,-93.24288,44.99509,-10379750.2293,5620749.8759,Northeast Park,2018/06/05 00:00:00+00,2022/03/17 09:10:30+00,7
-93.2575540457583,44.9061706541663,0053XX 12TH AVE S,MP2018184374        ,3     ,2018/06/05 00:00:00+00,412,2018/06/05 00:00:00+00,2018/06/05 04:12:00+00,250,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018/06/05 00:00:00+00,14272,-93.25755,44.90617,-10381383.429,5606762.0514,Hale,2018/09/12 00:00:00+00,2022/03/17 09:10:30+00,8
-93.2812651594293,44.9715712995104,0004XX GREENWAY GABLES,MP2018184387        ,1     ,2018/06/05 00:00:00+00,400,2018/06/05 00:00:00+00,2018/06/05 04:00:00+00,245,CSCR    ,CSC - RAPE                    ,03 ,2018/06/05 00:00:00+00,17268,-93.28126,44.97157,-10384022.9381,5617047.0789,Loring Park,2018/09/13 00:00:00+00,2022/03/17 09:10:30+00,9
-93.2575540457583,44.9061706541663,0053XX 12TH AVE S,MP2018184395        ,3     ,2018/06/05 00:00:00+00,415,2018/06/05 00:00:00+00,2018/06/05 04:15:00+00,338,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018/06/05 00:00:00+00,14272,-93.25755,44.90617,-10381383.429,5606762.0514,Hale,2018/09/12 00:00:00+00,2022/03/17 09:10:30+00,10
-93.2485726149875,44.920611897548,0045XX 18TH AVE S,MP2018184413        ,3     ,2018/06/05 00:00:00+00,952,2018/06/05 00:00:00+00,2018/06/05 09:52:00+00,0,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018/06/05 00:00:00+00,12430,-93.24857,44.92061,-10380383.6207,5609032.1008,Northrop,2018/06/06 00:00:00+00,2022/03/17 09:10:30+00,11
-93.2805334654607,44.9241431804808,0043XX WENTWORTH AVE,MP2018184637        ,5     ,2018/06/05 00:00:00+00,1112,2018/06/05 00:00:00+00,2018/06/05 11:12:00+00,1112,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018/06/06 00:00:00+00,21662,-93.28053,44.92414,-10383941.4863,5609587.2774,King Field,2018/06/06 00:00:00+00,2022/03/17 09:10:30+00,12
-93.2279029282722,44.9736612875382,0007XX WASHINGTON AVE SE,MP2018184661        ,2     ,2018/06/05 00:00:00+00,1138,2018/06/05 00:00:00+00,2018/06/05 11:38:00+00,845,THEFT   ,OTHER THEFT                   ,07 ,2018/06/09 00:00:00+00,21339,-93.2279,44.97366,-10378082.6817,5617375.9476,University of Minnesota,2018/06/09 00:00:00+00,2022/03/17 09:10:30+00,13
-93.2788078386308,44.9483470443941,0002XX LAKE ST W,MP2018184713        ,5     ,2018/06/05 00:00:00+00,1257,2018/06/05 00:00:00+00,2018/06/05 12:57:00+00,1215,SHOPLF  ,SHOPLIFTING                   ,07 ,2018/06/05 00:00:00+00,21928,-93.2788,44.94834,-10383749.3904,5613393.4476,Whittier,2018/06/05 00:00:00+00,2022/03/17 09:10:30+00,14
-93.2812288989329,44.9914608515832,0012XX WASHINGTON AVE N,MP2018184736        ,1     ,2018/06/05 00:00:00+00,1344,2018/06/05 00:00:00+00,2018/06/05 13:44:00+00,1215,THEFT   ,OTHER THEFT                   ,07 ,2018/06/07 00:00:00+00,17178,-93.28122,44.99146,-10384018.9016,5620177.2722,North Loop,2018/06/07 00:00:00+00,2022/03/17 09:10:30+00,15
-93.211460380009,45.0011999205325,0013XX INDUSTRIAL BLVD,MP2018184742        ,2     ,2018/06/05 00:00:00+00,1541,2018/06/05 00:00:00+00,2018/06/05 15:41:00+00,1230,SHOPLF  ,SHOPLIFTING                   ,07 ,2018/06/05 00:00:00+00,25816,-93.21146,45.00119,-10376252.3056,5621710.3911,Mid - City Industrial,2018/06/22 00:00:00+00,2022/03/17 09:10:30+00,16
-93.2682336867765,44.9987034002011,0009XX BROADWAY ST NE,MP2018184775        ,2     ,2018/06/05 00:00:00+00,1447,2018/06/05 00:00:00+00,2018/06/05 14:47:00+00,1324,ROBBIZ  ,ROBBERY OF BUSINESS           ,04 ,2018/06/05 00:00:00+00,14388,-93.26823,44.9987,-10382572.2812,5621317.3654,Sheridan,2018/06/05 00:00:00+00,2022/03/17 09:10:30+00,17
-93.2691207057459,44.9795090422048,0009XX 4TH ST S,MP2018184997        ,1     ,2018/06/05 00:00:00+00,1747,2018/06/05 00:00:00+00,2018/06/05 17:47:00+00,1700,THEFT   ,OTHER THEFT                   ,07 ,2018/06/06 00:00:00+00,,-93.26912,44.9795,-10382671.0237,5618296.1809,Downtown West,2018/06/06 00:00:00+00,2022/03/17 09:10:30+00,18
-93.2979851909955,44.9528643695585,0027XX HENNEPIN AVE,MP2018185020        ,5     ,2018/06/05 00:00:00+00,1827,2018/06/05 00:00:00+00,2018/06/05 18:27:00+00,1645,THEFT   ,OTHER THEFT                   ,07 ,2018/06/06 00:00:00+00,22779,-93.29798,44.95286,-10385884.2035,5614103.9957,East Isles,2018/06/06 00:00:00+00,2022/03/17 09:10:30+00,19
-93.2920049794867,44.9404071294071,0034XX COLFAX AVE S,MP2018185024        ,5     ,2018/06/05 00:00:00+00,1802,2018/06/05 00:00:00+00,2018/06/05 18:02:00+00,730,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018/06/06 00:00:00+00,11706,-93.292,44.9404,-10385218.4894,5612144.6822,South Uptown,2018/06/06 00:00:00+00,2022/04/16 07:00:15+00,20
-93.2203655707617,44.9026603851546,0055XX 36TH AVE S,MP2018185064        ,3     ,2018/06/05 00:00:00+00,2217,2018/06/05 00:00:00+00,2018/06/05 22:17:00+00,1630,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018/06/06 00:00:00+00,12994,-93.22036,44.90266,-10377243.6269,5606210.351,Morris Park,2018/06/06 00:00:00+00,2022/03/17 09:10:30+00,21
-93.2717965022113,44.9773668695508,0006XX NICOLLET MALL,MP2018185079        ,1     ,2018/06/05 00:00:00+00,1859,2018/06/05 00:00:00+00,2018/06/05 18:59:00+00,1745,SHOPLF  ,SHOPLIFTING                   ,07 ,2018/06/07 00:00:00+00,21933,-93.27179,44.97736,-10382968.892,5617959.0665,Downtown West,2018/06/07 00:00:00+00,2022/03/17 09:10:30+00,22
-93.2278301530561,44.9071768254919,0030XX 53RD ST E,MP2018185118        ,3     ,2018/06/05 00:00:00+00,1915,2018/06/05 00:00:00+00,2018/06/05 19:15:00+00,1830,THEFT   ,OTHER THEFT                   ,07 ,2018/06/06 00:00:00+00,13411,-93.22783,44.90717,-10378074.5804,5606920.1951,Keewaydin,2018/06/06 00:00:00+00,2022/03/17 09:10:30+00,23
-93.2895209320119,45.0008617746906,0021XX ALDRICH AVE N,MP2018185120        ,4     ,2018/06/06 00:00:00+00,49,2018/06/05 00:00:00+00,2018/06/06 00:49:00+00,1840,SHOPLF  ,SHOPLIFTING                   ,07 ,2018/06/06 00:00:00+00,21635,-93.28952,45.00086,-10384941.9665,5621657.156,Near - North,2018/06/06 00:00:00+00,2022/03/17 09:10:30+00,24
-93.3141453017468,44.9346175230932,0037XX THOMAS AVE S,MP2018185135        ,5     ,2018/06/05 00:00:00+00,1920,2018/06/05 00:00:00+00,2018/06/05 19:20:00+00,1800,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2018/06/05 00:00:00+00,20364,-93.31414,44.93461,-10387683.1388,5611234.2196,Linden Hills,2018/06/05 00:00:00+00,2022/03/17 09:10:30+00,25
-93.288078500872,44.950998964396,0028XX LYNDALE AVE S,MP2018185146        ,5     ,2018/06/05 00:00:00+00,1943,2018/06/05 00:00:00+00,2018/06/05 19:43:00+00,1855,THEFT   ,OTHER THEFT                   ,07 ,2018/06/06 00:00:00+00,16763,-93.28807,44.95099,-10384781.3958,5613810.5719,Lowry Hill East,2018/06/06 00:00:00+00,2022/03/17 09:10:30+00,26
-93.2486584175718,44.984979555541,0003XX 5TH AVE SE,MP2018185150        ,2     ,2018/06/05 00:00:00+00,2045,2018/06/05 00:00:00+00,2018/06/05 20:45:00+00,730,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018/06/08 00:00:00+00,17736,-93.24865,44.98497,-10380393.1722,5619157.1345,Marcy Holmes,2018/06/08 00:00:00+00,2022/03/17 09:10:30+00,27
-93.2650213310834,44.9314500456457,0039XX PARK AVE,MP2018185156        ,3     ,2018/06/05 00:00:00+00,1914,2018/06/05 00:00:00+00,2018/06/05 19:14:00+00,1900,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018/06/06 00:00:00+00,21978,-93.26502,44.93145,-10382214.6834,5610736.1469,Bryant,2018/06/06 00:00:00+00,2022/03/17 09:10:30+00,28
-93.2351470720808,44.9483717106375,0025XX LAKE ST E,MP2018185264        ,3     ,2018/06/05 00:00:00+00,2211,2018/06/05 00:00:00+00,2018/06/05 22:11:00+00,2030,SHOPLF  ,SHOPLIFTING                   ,07 ,2018/06/06 00:00:00+00,19097,-93.23514,44.94837,-10378889.0961,5613397.3273,Longfellow,2018/08/24 00:00:00+00,2022/03/17 09:10:30+00,29
-93.268841071876,44.9314475221391,0039XX 5TH AVE S,MP2018185272        ,3     ,2018/06/05 00:00:00+00,2044,2018/06/05 00:00:00+00,2018/06/05 20:44:00+00,1400,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018/06/06 00:00:00+00,11660,-93.26884,44.93144,-10382639.895,5610735.7501,Bryant,2018/06/06 00:00:00+00,2022/03/17 09:10:30+00,30
-93.287990719299,45.0042431375861,0024XX LYNDALE AVE N,MP2018185341        ,4     ,2018/06/05 00:00:00+00,2200,2018/06/05 00:00:00+00,2018/06/05 22:00:00+00,1700,THEFT   ,OTHER THEFT                   ,07 ,2018/06/21 00:00:00+00,14930,-93.28799,45.00424,-10384771.624,5622189.5061,Hawthorne,2018/06/21 00:00:00+00,2022/03/17 09:10:30+00,31
-93.277545951795,44.8956144700272,0001XX 59TH ST E,MP2018185423        ,5     ,2018/06/06 00:00:00+00,0,2018/06/05 00:00:00+00,2018/06/06 00:00:00+00,1910,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018/06/06 00:00:00+00,15243,-93.27754,44.89561,-10383608.9178,5605103.0634,Windom,2018/06/06 00:00:00+00,2022/03/17 09:10:30+00,32
-93.2549708440391,44.956441260975,0025XX 14TH AVE S,MP2018185470        ,3     ,2018/06/06 00:00:00+00,443,2018/06/05 00:00:00+00,2018/06/06 04:43:00+00,2310,ASLT2   ,ASSLT W/DNGRS WEAPON          ,05 ,2018/06/08 00:00:00+00,,-93.25497,44.95644,-10381095.8683,5614666.6589,East Phillips,2018/06/08 00:00:00+00,2022/03/26 07:00:58+00,33
-93.2631200413947,44.9723680567431,0007XX PARK AVE,MP2018185609        ,1     ,2018/06/06 00:00:00+00,200,2018/06/05 00:00:00+00,2018/06/06 02:00:00+00,2330,DASTR   ,DOMESTIC ASSAULT/STRANGULATION,05,2018/06/06 00:00:00+00,21740,-93.26312,44.97236,-10382003.0328,5617172.4507,Elliot Park,2018/06/06 00:00:00+00,2022/03/17 09:10:30+00,34
-93.2612407586338,44.9350482325588,0037XX ELLIOT AVE,MP2018185728        ,3     ,2018/06/06 00:00:00+00,448,2018/06/06 00:00:00+00,2018/06/06 04:48:00+00,443,ROBPAG  ,ROBBERY PER AGG               ,04 ,2018/06/09 00:00:00+00,12095,-93.26124,44.93504,-10381793.832,5611301.949,Powderhorn Park,2018/06/09 00:00:00+00,2022/03/17 09:10:30+00,35
-93.2940288712454,45.0430014048989,0048XX DUPONT AVE N,MP2018185735        ,4     ,2018/06/05 00:00:00+00,0,2018/06/05 00:00:00+00,2018/06/05 00:00:00+00,0,CSCR    ,CSC - PENETRATE WITH OBJECT   ,03 ,2018/06/07 00:00:00+00,18024,-93.29402,45.043,-10385443.788,5628293.7196,Lind - Bohanon,2018/08/24 00:00:00+00,2022/03/17 09:10:30+00,36
-93.2586100090865,44.9951107704359,0004XX 6TH AVE NE,MP2018185746        ,2     ,2018/06/06 00:00:00+00,623,2018/06/05 00:00:00+00,2018/06/06 06:23:00+00,1930,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2018/06/07 00:00:00+00,17550,-93.25861,44.99511,-10381500.9783,5620751.8099,St. Anthony West,2018/06/07 00:00:00+00,2022/03/17 09:10:30+00,37
-93.2779287275309,44.9439412100435,0032XX NICOLLET AVE,MP2018185755        ,5     ,2018/06/06 00:00:00+00,834,2018/06/06 00:00:00+00,2018/06/06 08:34:00+00,615,BURGB   ,BURGLARY OF BUSINESS          ,06 ,2018/06/07 00:00:00+00,11375,-93.27792,44.94394,-10383651.5282,5612700.4902,Lyndale,2018/06/07 00:00:00+00,2022/03/17 09:10:30+00,38
-93.2309035699174,44.9190464395636,0046XX 29TH AVE S,MP2018185757        ,3     ,2018/06/06 00:00:00+00,630,2018/06/05 00:00:00+00,2018/06/06 06:30:00+00,2200,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018/06/07 00:00:00+00,12950,-93.2309,44.91904,-10378416.7116,5608785.9956,Ericsson,2018/06/07 00:00:00+00,2022/03/17 09:10:30+00,39
-93.2976662288825,44.9806867911726,0013XX GLENWOOD AVE,MP2018185760        ,4     ,2018/06/06 00:00:00+00,805,2018/06/06 00:00:00+00,2018/06/06 08:05:00+00,517,BURGB   ,BURGLARY OF BUSINESS          ,06 ,2018/06/06 00:00:00+00,22112,-93.29766,44.98068,-10385848.6968,5618481.529,Harrison,2018/06/06 00:00:00+00,2022/03/17 09:10:30+00,40
-93.2314666231577,44.9986984404093,0020XX BROADWAY ST NE,MP2018185797        ,2     ,2018/06/06 00:00:00+00,848,2018/06/05 00:00:00+00,2018/06/06 08:48:00+00,1530,THEFT   ,OTHER THEFT                   ,07 ,2018/06/16 00:00:00+00,16921,-93.23146,44.99869,-10378479.3904,5621316.5846,Mid - City Industrial,2019/04/01 00:00:00+00,2022/03/17 09:10:30+00,41
-93.2931739014704,44.9509960647501,0028XX DUPONT AVE S,MP2018185802        ,5     ,2018/06/06 00:00:00+00,825,2018/06/05 00:00:00+00,2018/06/06 08:25:00+00,2315,CSCR    ,CSC - RAPE                    ,03 ,2018/06/06 00:00:00+00,,-93.29317,44.95099,-10385348.6132,5613810.1158,Lowry Hill East,2018/06/06 00:00:00+00,2022/03/17 09:10:30+00,42
-93.2906460620238,45.0304448074916,0041XX BRYANT AVE N,MP2018185830        ,4     ,2018/06/06 00:00:00+00,923,2018/06/05 00:00:00+00,2018/06/06 09:23:00+00,1100,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2018/06/14 00:00:00+00,22757,-93.29064,45.03044,-10385067.2154,5626315.6721,Webber - Camden,2018/06/21 00:00:00+00,2022/03/17 09:10:30+00,43
-93.3129704176446,45.0391221857613,0046XX SHERIDAN AVE N,MP2018185903        ,4     ,2018/06/06 00:00:00+00,1055,2018/06/06 00:00:00+00,2018/06/06 10:55:00+00,1040,ASLT2   ,ASSLT W/DNGRS WEAPON          ,05 ,2018/06/06 00:00:00+00,10259,-93.31297,45.03912,-10387552.3513,5627682.5778,Victory,2018/06/06 00:00:00+00,2022/03/17 09:10:30+00,44
-93.2684173554211,44.9825759951663,0002XX HENNEPIN AVE,MP2018185910        ,1     ,2018/06/06 00:00:00+00,1154,2018/06/06 00:00:00+00,2018/06/06 11:54:00+00,1150,SHOPLF  ,SHOPLIFTING                   ,07 ,2018/06/07 00:00:00+00,21314,-93.26841,44.98257,-10382592.7271,5618778.8502,Downtown West,2018/06/07 00:00:00+00,2022/03/17 09:10:30+00,45
-93.300643732621,45.0177000528441,0034XX JAMES AVE N,MP2018186018        ,4     ,2018/06/06 00:00:00+00,1230,2018/06/05 00:00:00+00,2018/06/06 12:30:00+00,2200,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018/06/14 00:00:00+00,19937,-93.30064,45.0177,-10386180.151,5624308.4278,Folwell,2018/06/14 00:00:00+00,2022/03/17 09:10:30+00,46
-93.2454693938217,44.9638146738415,0019XX MINNEHAHA AVE,MP2018186030        ,3     ,2018/06/06 00:00:00+00,1416,2018/06/06 00:00:00+00,2018/06/06 14:16:00+00,1245,THEFT   ,OTHER THEFT                   ,07 ,2018/06/07 00:00:00+00,16987,-93.24546,44.96381,-10380038.1717,5615826.6449,Seward,2018/06/07 00:00:00+00,2022/03/17 09:10:30+00,47
-93.2388931141892,44.9350167968942,0037XX 23RD AVE S,MP2018186118        ,3     ,2018/06/06 00:00:00+00,2200,2018/06/06 00:00:00+00,2018/06/06 22:00:00+00,1330,THEFT   ,OTHER THEFT                   ,07 ,2018/06/07 00:00:00+00,11690,-93.23889,44.93501,-10379306.1036,5611297.0057,Standish,2018/06/07 00:00:00+00,2022/03/17 09:10:30+00,48
-93.2865618401435,45.0439132261797,0005XX 49TH AVE N,MP2018186145        ,4     ,2018/06/07 00:00:00+00,218,2018/06/06 00:00:00+00,2018/06/07 02:18:00+00,1415,THEFT   ,OTHER THEFT                   ,07 ,2018/06/09 00:00:00+00,10057,-93.28656,45.04391,-10384612.5619,5628437.3762,Lind - Bohanon,2018/06/09 00:00:00+00,2022/03/17 09:10:30+00,49
-93.2946768646874,44.9889848180783,0012XX 11TH AVE N,MP2018186198        ,4     ,2018/06/06 00:00:00+00,1500,2018/06/06 00:00:00+00,2018/06/06 15:00:00+00,1400,DASTR   ,DOMESTIC ASSAULT/STRANGULATION,05,2018/06/07 00:00:00+00,18952,-93.29467,44.98898,-10385515.9223,5619787.5379,Near - North,2018/06/07 00:00:00+00,2022/03/17 09:10:30+00,50
-93.2788078386308,44.9483470443941,0002XX LAKE ST W,MP2018186249        ,5     ,2018/06/06 00:00:00+00,1600,2018/06/06 00:00:00+00,2018/06/06 16:00:00+00,1545,BIKETF  ,BIKE THEFT                    ,07,2018/06/06 00:00:00+00,21928,-93.2788,44.94834,-10383749.3904,5613393.4476,Whittier,2018/06/30 00:00:00+00,2022/03/17 09:10:30+00,51
-93.2351470720808,44.9483717106375,0025XX LAKE ST E,MP2018186250        ,3     ,2018/06/06 00:00:00+00,1725,2018/06/06 00:00:00+00,2018/06/06 17:25:00+00,1700,SHOPLF  ,SHOPLIFTING                   ,07 ,2018/06/06 00:00:00+00,19097,-93.23514,44.94837,-10378889.0961,5613397.3273,Longfellow,2018/06/06 00:00:00+00,2022/03/17 09:10:30+00,52
-93.2841378872663,45.0130942012713,0003XX LOWRY AVE N,MP2018186256        ,4     ,2018/06/06 00:00:00+00,2137,2018/06/05 00:00:00+00,2018/06/06 21:37:00+00,2100,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2018/06/07 00:00:00+00,14883,-93.28413,45.01309,-10384342.7287,5623583.1358,Hawthorne,2018/06/07 00:00:00+00,2022/03/17 09:10:30+00,53
-93.2873752502602,44.9669046749884,0005XX GROVELAND AVE,MP2018186263        ,1     ,2018/06/06 00:00:00+00,1717,2018/06/06 00:00:00+00,2018/06/06 17:17:00+00,1000,TBLDG   ,THEFT FROM BUILDING           ,07 ,2018/06/07 00:00:00+00,20214,-93.28737,44.9669,-10384703.1103,5616312.8085,Loring Park,2018/06/07 00:00:00+00,2022/03/17 09:10:30+00,54
-93.2788078386308,44.9483470443941,0002XX LAKE ST W,MP2018186274        ,5     ,2018/06/06 00:00:00+00,1630,2018/06/06 00:00:00+00,2018/06/06 16:30:00+00,1550,SHOPLF  ,SHOPLIFTING                   ,07 ,2018/06/07 00:00:00+00,21928,-93.2788,44.94834,-10383749.3904,5613393.4476,Whittier,2018/06/07 00:00:00+00,2022/03/17 09:10:30+00,55
-93.2435405087857,44.9350191135684,0037XX 20TH AVE S,MP2018186297        ,3     ,2018/06/06 00:00:00+00,1330,2018/06/06 00:00:00+00,2018/06/06 13:30:00+00,1330,ARSON   ,ARSON                         ,10 ,2018/06/11 00:00:00+00,11779,-93.24354,44.93501,-10379823.4492,5611297.37,Standish,2018/06/14 00:00:00+00,2022/03/17 09:10:30+00,56
-93.2788292176363,44.9773362659962,0004XX 10TH ST N,MP2018186304        ,1     ,2018/06/06 00:00:00+00,1803,2018/06/06 00:00:00+00,2018/06/06 18:03:00+00,115,CSCR    ,CSC - RAPE                    ,03 ,2018/06/07 00:00:00+00,21654,-93.27882,44.97733,-10383751.7703,5617954.2505,Downtown West,2018/06/07 00:00:00+00,2022/03/17 09:10:30+00,57
-93.2361497841773,44.9675141506244,0025XX 6TH ST S,MP2018186318        ,1     ,2018/06/06 00:00:00+00,1732,2018/06/06 00:00:00+00,2018/06/06 17:32:00+00,1617,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2018/06/08 00:00:00+00,,-93.23614,44.96751,-10379000.7175,5616408.7031,Cedar Riverside,2018/06/08 00:00:00+00,2022/03/26 07:00:58+00,58
-93.2353881107327,44.980981752506,0004XX 14TH AVE SE,MP2018186338        ,2     ,2018/06/06 00:00:00+00,1628,2018/06/06 00:00:00+00,2018/06/06 16:28:00+00,315,DASLT2  ,2ND DEG DOMES ASLT            ,05 ,2018/06/07 00:00:00+00,22066,-93.23538,44.98098,-10378915.9284,5618527.9491,Marcy Holmes,2018/06/07 00:00:00+00,2022/03/17 09:10:30+00,59
-93.2518386117811,44.9447304236609,0015XX 32ND ST E,MP2018186452        ,3     ,2018/06/06 00:00:00+00,1933,2018/06/06 00:00:00+00,2018/06/06 19:33:00+00,1933,TFPER   ,THEFT FROM PERSON SNATCH/GRAB ,07 ,2018/06/07 00:00:00+00,,-93.25183,44.94473,-10380747.1898,5612824.6152,East Phillips,2018/06/07 00:00:00+00,2022/03/26 07:00:58+00,60
-93.249849280008,44.960033863229,0022XX 17TH AVE S,MP2018186455        ,3     ,2018/06/06 00:00:00+00,2213,2018/06/06 00:00:00+00,2018/06/06 22:13:00+00,800,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018/06/07 00:00:00+00,21480,-93.24984,44.96003,-10380525.7384,5615231.8288,Ventura Village,2018/06/07 00:00:00+00,2022/03/17 09:10:30+00,61
-93.2788078386308,44.9483470443941,0002XX LAKE ST W,MP2018186478        ,5     ,2018/06/06 00:00:00+00,1815,2018/06/06 00:00:00+00,2018/06/06 18:15:00+00,1815,THEFT   ,OTHER THEFT                   ,07 ,2018/06/07 00:00:00+00,21928,-93.2788,44.94834,-10383749.3904,5613393.4476,Whittier,2018/06/07 00:00:00+00,2022/03/17 09:10:30+00,62
-93.2473696935669,45.0084064100143,0019XX CENTRAL AVE NE,MP2018186485        ,2     ,2018/06/06 00:00:00+00,1908,2018/06/06 00:00:00+00,2018/06/06 19:08:00+00,1820,ROBBIZ  ,ROBBERY OF BUSINESS           ,04 ,2018/06/07 00:00:00+00,14502,-93.24736,45.0084,-10380249.7121,5622845.0005,Holland,2018/06/07 00:00:00+00,2022/03/17 09:10:30+00,63
-93.2430079156201,45.0149841990349,0011XX 26TH AVE NE,MP2018186621        ,2     ,2018/06/06 00:00:00+00,2224,2018/06/06 00:00:00+00,2018/06/06 22:24:00+00,2000,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018/06/07 00:00:00+00,11135,-93.243,45.01498,-10379764.1612,5623880.7502,Audubon Park,2018/06/07 00:00:00+00,2022/03/17 09:10:30+00,64
-93.2704226376804,44.9876009925974,0002XX 4TH AVE N,MP2018186649        ,1     ,2018/06/06 00:00:00+00,2212,2018/06/06 00:00:00+00,2018/06/06 22:12:00+00,2036,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2018/06/07 00:00:00+00,19845,-93.27042,44.9876,-10382815.9541,5619569.7274,North Loop,2018/06/07 00:00:00+00,2022/03/17 09:10:30+00,65
-93.2902445492278,44.9195648511883,0008XX 46TH ST W,MP2018186683        ,5     ,2018/06/06 00:00:00+00,2155,2018/06/06 00:00:00+00,2018/06/06 21:55:00+00,1600,THEFT   ,OTHER THEFT                   ,07 ,2018/06/07 00:00:00+00,12598,-93.29024,44.91956,-10385022.5192,5608867.4942,East Harriet,2018/06/07 00:00:00+00,2022/03/17 09:10:30+00,66
-93.2982919468004,44.9474742040119,0030XX HENNEPIN AVE,MP2018186744        ,5     ,2018/06/06 00:00:00+00,2316,2018/06/06 00:00:00+00,2018/06/06 23:16:00+00,2310,TFPER   ,THEFT FROM PERSON SNATCH/GRAB ,07 ,2018/06/07 00:00:00+00,11281,-93.29829,44.94747,-10385918.3514,5613256.1615,South Uptown,2018/06/07 00:00:00+00,2022/04/16 07:00:15+00,67
-93.2974745697234,45.0095679227684,0014XX 29TH AVE N,MP2018186754        ,4     ,2018/06/07 00:00:00+00,37,2018/06/06 00:00:00+00,2018/06/07 00:37:00+00,2200,ROBPAG  ,ROBBERY PER AGG               ,04 ,2018/06/08 00:00:00+00,,-93.29747,45.00956,-10385827.3614,5623027.8856,Folwell,2018/06/08 00:00:00+00,2022/03/26 07:00:58+00,68
