OID_,Status,Score,Match_type,Match_addr,LongLabel,ShortLabel,Addr_type,Type,PlaceName,Place_addr,Phone,URL,Rank,AddBldg,AddNum,AddNumFrom,AddNumTo,AddRange,Side,StPreDir,StPreType,StName,StType,StDir,BldgType,BldgName,LevelType,LevelName,UnitType,UnitName,SubAddr,StAddr,Block,Sector,Nbrhd,District,City,MetroArea,Subregion,Region,RegionAbbr,Territory,Zone,Postal,PostalExt,Country,CntryName,LangCode,Distance,X,Y,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax,ExInfo,IN_SingleLine,USER_combined
1,M,95.500000000000000,A,E 10th St & Broadway St,E 10th St & Broadway St,E 10th St & Broadway St,StreetInt,,,E 10th St & Broadway St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,E 10th St & Broadway St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.088630302656824,44.953803997886524,-93.088630302656824,44.953803997886524,-93.089630302508155,-93.087630302805493,44.952803998101992,44.954803997671071,,10 ST E & BROADWAY ST,10 ST E & BROADWAY ST
2,M,87.349999999999994,A,E 10th St & N Minnesota St,E 10th St & N Minnesota St,E 10th St & N Minnesota St,StreetInt,,,E 10th St & N Minnesota St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,E 10th St & N Minnesota St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.095848301010008,44.950761998831290,-93.095848301010008,44.950761998831290,-93.096848300861367,-93.094848301158635,44.949761999046771,44.951761998615829,,10 ST E & MINNESOTA ST,10 ST E & MINNESOTA ST
3,M,86.540000000000006,A,E 10th St & N Pine St,E 10th St & N Pine St,E 10th St & N Pine St,StreetInt,,,E 10th St & N Pine St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,E 10th St & N Pine St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.087788802841899,44.954208997769030,-93.087788802841899,44.954208997769030,-93.088788802693230,-93.086788802990569,44.953208997984483,44.955208997553555,,10 ST E & PINE ST,10 ST E & PINE ST
4,M,92.000000000000000,A,E 10th St & Robert St N,E 10th St & Robert St N,E 10th St & Robert St N,StreetInt,,,E 10th St & Robert St N,,,20.000000000000000,,,,,,,,,,,,,,,,,,,E 10th St & Robert St N,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.094637801275880,44.951346998661904,-93.094637801275880,44.951346998661904,-93.095637801127225,-93.093637801424535,44.950346998877379,44.952346998446430,,10 ST E & ROBERT ST,10 ST E & ROBERT ST
5,M,87.349999999999994,A,E 10th St & N Sibley St,E 10th St & N Sibley St,E 10th St & N Sibley St,StreetInt,,,E 10th St & N Sibley St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,E 10th St & N Sibley St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.091600301945675,44.952795998239651,-93.091600301945675,44.952795998239651,-93.092600301797034,-93.090600302094330,44.951795998455111,44.953795998024191,,10 ST E & SIBLEY ST,10 ST E & SIBLEY ST
6,M,95.500000000000000,A,E 10th St & Temperance St,E 10th St & Temperance St,E 10th St & Temperance St,StreetInt,,,E 10th St & Temperance St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,E 10th St & Temperance St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.092198801812827,44.952516998321897,-93.092198801812827,44.952516998321897,-93.093198801664158,-93.091198801961468,44.951516998537350,44.953516998106444,,10 ST E & TEMPERANCE ST,10 ST E & TEMPERANCE ST
7,M,92.349999999999994,A,E 10th St & Wabasha St N,E 10th St & Wabasha St N,E 10th St & Wabasha St N,StreetInt,,,E 10th St & Wabasha St N,,,20.000000000000000,,,,,,,,,,,,,,,,,,,E 10th St & Wabasha St N,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.098485300376893,44.949879999142944,-93.098485300376893,44.949879999142944,-93.099485300228281,-93.097485300525520,44.948879999358404,44.950879998927469,,10 ST E & WABASHA ST,10 ST E & WABASHA ST
8,M,87.659999999999997,A,E 10th St & N Wacouta St,E 10th St & N Wacouta St,E 10th St & N Wacouta St,StreetInt,,,E 10th St & N Wacouta St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,E 10th St & N Wacouta St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.090542802182654,44.953272998096651,-93.090542802182654,44.953272998096651,-93.091542802033999,-93.089542802331309,44.952272998312132,44.954272997881191,,10 ST E & WACOUTA ST,10 ST E & WACOUTA ST
9,M,93.760000000000005,A,W 10th St & I- 35E,W 10th St & I- 35E,W 10th St & I- 35E,StreetInt,,,W 10th St & I- 35E,,,20.000000000000000,,,,,,,,,,,,,,,,,,,W 10th St & I- 35E,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.102589299339073,44.948889999572003,-93.102589299339073,44.948889999572003,-93.103589299190475,-93.101589299487685,44.947889999787471,44.949889999356536,FW,10 ST W & I35E FW,10 ST W & I35E FW
10,M,86.540000000000006,A,W 10th St & N Main St,W 10th St & N Main St,W 10th St & N Main St,StreetInt,,,W 10th St & N Main St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,W 10th St & N Main St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.101846799555162,44.948862999524493,-93.101846799555162,44.948862999524493,-93.102846799406549,-93.100846799703774,44.947862999739939,44.949862999309012,,10 ST W & MAIN ST,10 ST W & MAIN ST
11,M,94.500000000000000,A,W 10th St & St Peter St,W 10th St & St Peter St,W 10th St & St Peter St,StreetInt,,,W 10th St & St Peter St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,W 10th St & St Peter St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.099659800121330,44.949294999309842,-93.099659800121330,44.949294999309842,-93.100659799972703,-93.098659800269957,44.948294999525288,44.950294999094361,,10 ST W & STPETER ST,10 ST W & STPETER ST
12,T,95.500000000000000,A,E 10th St & Cedar St,E 10th St & Cedar St,E 10th St & Cedar St,StreetInt,,,E 10th St & Cedar St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,E 10th St & Cedar St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.097324300629836,44.950455998978299,-93.097324300629836,44.950455998978299,-93.098324300481210,-93.096324300778463,44.949455999193759,44.951455998762818,,10 ST E & CEDAR ST,10 ST E & CEDAR ST
13,M,93.590000000000003,A,E 10th St & I- 94,E 10th St & I- 94,E 10th St & I- 94,StreetInt,,,E 10th St & I- 94,,,20.000000000000000,,,,,,,,,,,,,,,,,,,E 10th St & I- 94,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.088796802656162,44.953461997948054,-93.088796802656162,44.953461997948054,-93.089796802507493,-93.087796802804846,44.952461998163535,44.954461997732615,FW,10 ST E & I94 FW,10 ST E & I94 FW
14,M,95.500000000000000,A,E 10th St & Jackson St,E 10th St & Jackson St,E 10th St & Jackson St,StreetInt,,,E 10th St & Jackson St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,E 10th St & Jackson St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.093211301589960,44.952030998463094,-93.093211301589960,44.952030998463094,-93.094211301441320,-93.092211301738615,44.951030998678554,44.953030998247627,,10 ST E & JACKSON ST,10 ST E & JACKSON ST
15,M,92.349999999999994,A,W 10th St & Wabasha St N,W 10th St & Wabasha St N,W 10th St & Wabasha St N,StreetInt,,,W 10th St & Wabasha St N,,,20.000000000000000,,,,,,,,,,,,,,,,,,,W 10th St & Wabasha St N,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.098485300376893,44.949879999142944,-93.098485300376893,44.949879999142944,-93.099485300228281,-93.097485300525520,44.948879999358404,44.950879998927469,,10 ST W & WABASHA ST,10 ST W & WABASHA ST
16,U,0.000000000000000,A,,,,,,,,,,0.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,10 ST W & SUMMIT AV,10 ST W & SUMMIT AV
17,M,81.219999999999999,A,E 11th St & N Minnesota St,E 11th St & N Minnesota St,E 11th St & N Minnesota St,StreetInt,,,E 11th St & N Minnesota St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,E 11th St & N Minnesota St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.096644800669637,44.951580998766758,-93.096644800669637,44.951580998766758,-93.097644800521010,-93.095644800818263,44.950580998982225,44.952580998551284,,11 ST & MINNESOTA ST,11 ST & MINNESOTA ST
18,M,89.379999999999995,A,E 11th St & Jackson St,E 11th St & Jackson St,E 11th St & Jackson St,StreetInt,,,E 11th St & Jackson St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,E 11th St & Jackson St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.094003301247156,44.952876998394309,-93.094003301247156,44.952876998394309,-93.095003301098501,-93.093003301395783,44.951876998609769,44.953876998178828,,11 ST & JACKSON ST,11 ST & JACKSON ST
19,M,85.879999999999995,A,E 11th St & Robert St N,E 11th St & Robert St N,E 11th St & Robert St N,StreetInt,,,E 11th St & Robert St N,,,20.000000000000000,,,,,,,,,,,,,,,,,,,E 11th St & Robert St N,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.095438800931746,44.952183998595046,-93.095438800931746,44.952183998595046,-93.096438800783105,-93.094438801080372,44.951183998810507,44.953183998379579,,11 ST & ROBERT ST,11 ST & ROBERT ST
20,M,95.500000000000000,A,E 11th St & Cedar St,E 11th St & Cedar St,E 11th St & Cedar St,StreetInt,,,E 11th St & Cedar St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,E 11th St & Cedar St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.097963300365450,44.951049998935730,-93.097963300365450,44.951049998935730,-93.098963300216823,-93.096963300514076,44.950049999151211,44.952049998720284,,11 ST E & CEDAR ST,11 ST E & CEDAR ST
21,M,95.500000000000000,A,E 11th St & Jackson St,E 11th St & Jackson St,E 11th St & Jackson St,StreetInt,,,E 11th St & Jackson St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,E 11th St & Jackson St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.094003301247156,44.952876998394309,-93.094003301247156,44.952876998394309,-93.095003301098501,-93.093003301395783,44.951876998609769,44.953876998178828,,11 ST E & JACKSON ST,11 ST E & JACKSON ST
22,M,92.000000000000000,A,E 11th St & Robert St N,E 11th St & Robert St N,E 11th St & Robert St N,StreetInt,,,E 11th St & Robert St N,,,20.000000000000000,,,,,,,,,,,,,,,,,,,E 11th St & Robert St N,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.095438800931746,44.952183998595046,-93.095438800931746,44.952183998595046,-93.096438800783105,-93.094438801080372,44.951183998810507,44.953183998379579,,11 ST E & ROBERT ST,11 ST E & ROBERT ST
23,M,87.349999999999994,A,E 11th St & N Minnesota St,E 11th St & N Minnesota St,E 11th St & N Minnesota St,StreetInt,,,E 11th St & N Minnesota St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,E 11th St & N Minnesota St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.096644800669637,44.951580998766758,-93.096644800669637,44.951580998766758,-93.097644800521010,-93.095644800818263,44.950580998982225,44.952580998551284,,11 ST E & MINNESOTA ST,11 ST E & MINNESOTA ST
24,M,92.349999999999994,A,E 11th St & Wabasha St N,E 11th St & Wabasha St N,E 11th St & Wabasha St N,StreetInt,,,E 11th St & Wabasha St N,,,20.000000000000000,,,,,,,,,,,,,,,,,,,E 11th St & Wabasha St N,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.099146800093692,44.950563999088764,-93.099146800093692,44.950563999088764,-93.100146799945080,-93.098146800242318,44.949563999304225,44.951563998873297,,11 ST E & WABASHA ST,11 ST E & WABASHA ST
25,M,85.819999999999993,A,E 11th St & St Peter St,E 11th St & St Peter St,E 11th St & St Peter St,StreetInt,,,E 11th St & St Peter St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,E 11th St & St Peter St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.100298799844566,44.949978999254078,-93.100298799844566,44.949978999254078,-93.101298799695968,-93.099298799993207,44.948978999469553,44.950978999038625,W,11 ST W & STPETER ST,11 ST W & STPETER ST
26,M,89.379999999999995,A,E 12th St & Cedar St,E 12th St & Cedar St,E 12th St & Cedar St,StreetInt,,,E 12th St & Cedar St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,E 12th St & Cedar St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.098791300021020,44.951832998878650,-93.098791300021020,44.951832998878650,-93.099791299872393,-93.097791300169632,44.950832999094111,44.952832998663169,,12 ST & CEDAR ST,12 ST & CEDAR ST
27,M,89.379999999999995,A,E 12th St & Jackson St,E 12th St & Jackson St,E 12th St & Jackson St,StreetInt,,,E 12th St & Jackson St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,E 12th St & Jackson St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.094835800895225,44.953704998330927,-93.094835800895225,44.953704998330927,-93.095835800746585,-93.093835801043852,44.952704998546395,44.954704998115467,,12 ST & JACKSON ST,12 ST & JACKSON ST
28,M,89.379999999999995,A,E 12th St & Minnesota St,E 12th St & Minnesota St,E 12th St & Minnesota St,StreetInt,,,E 12th St & Minnesota St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,E 12th St & Minnesota St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.097441300329251,44.952399998702212,-93.097441300329251,44.952399998702212,-93.098441300180639,-93.096441300477878,44.951399998917672,44.953399998486738,,12 ST & MINNESOTA ST,12 ST & MINNESOTA ST
29,M,79.629999999999995,A,E 11th St & I- 35E,E 11th St & I- 35E,E 11th St & I- 35E,StreetInt,,,E 11th St & I- 35E,,,20.000000000000000,,,,,,,,,,,,,,,,,,,E 11th St & I- 35E,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.098120800299995,44.951198498924931,-93.098120800299995,44.951198498924931,-93.099120800151368,-93.097120800448607,44.950198499140406,44.952198498709478,W | FW,11 ST W & I35E FW,11 ST W & I35E FW
30,M,91.879999999999995,A,12th St W & I- 35E,12th St W & I- 35E,12th St W & I- 35E,StreetInt,,,12th St W & I- 35E,,,20.000000000000000,,,,,,,,,,,,,,,,,,,12th St W & I- 35E,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.099893864316002,44.951192871650811,-93.099893864316002,44.951192871650811,-93.100893864167375,-93.098893864464600,44.950192871866264,44.952192871435351,FW,12 ST & I35E FW,12 ST & I35E FW
31,M,85.879999999999995,A,E 12th St & Robert St N,E 12th St & Robert St N,E 12th St & Robert St N,StreetInt,,,E 12th St & Robert St N,,,20.000000000000000,,,,,,,,,,,,,,,,,,,E 12th St & Robert St N,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.096221800601413,44.952957998536164,-93.096221800601413,44.952957998536164,-93.097221800452786,-93.095221800750025,44.951957998751638,44.953957998320710,,12 ST & ROBERT ST,12 ST & ROBERT ST
32,M,90.599999999999994,A,12th St W & Wabasha St N,12th St W & Wabasha St N,12th St W & Wabasha St N,StreetInt,,,12th St W & Wabasha St N,,,20.000000000000000,,,,,,,,,,,,,,,,,,,12th St W & Wabasha St N,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.099956799745769,44.951409999021223,-93.099956799745769,44.951409999021223,-93.100956799597157,-93.098956799894381,44.950409999236683,44.952409998805749,,12 ST & WABASHA ST,12 ST & WABASHA ST
33,M,95.500000000000000,A,E 12th St & Cedar St,E 12th St & Cedar St,E 12th St & Cedar St,StreetInt,,,E 12th St & Cedar St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,E 12th St & Cedar St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.098791300021020,44.951832998878650,-93.098791300021020,44.951832998878650,-93.099791299872393,-93.097791300169632,44.950832999094111,44.952832998663169,,12 ST E & CEDAR ST,12 ST E & CEDAR ST
34,M,83.519999999999996,A,E 12th St & University Ave E,E 12th St & University Ave E,E 12th St & University Ave E,StreetInt,,,E 12th St & University Ave E,,,20.000000000000000,,,,,,,,,,,,,,,,,,,E 12th St & University Ave E,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.091870447300337,44.957739145031425,-93.091870447300337,44.957739145031425,-93.092870447151725,-93.090870447448964,44.956739145246885,44.958739144815979,,12 ST & UNIVERSITY AV,12 ST & UNIVERSITY AV
35,M,92.000000000000000,A,E 12th St & Robert St N,E 12th St & Robert St N,E 12th St & Robert St N,StreetInt,,,E 12th St & Robert St N,,,20.000000000000000,,,,,,,,,,,,,,,,,,,E 12th St & Robert St N,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.096221800601413,44.952957998536164,-93.096221800601413,44.952957998536164,-93.097221800452786,-93.095221800750025,44.951957998751638,44.953957998320710,,12 ST E & ROBERT ST,12 ST E & ROBERT ST
36,M,95.500000000000000,A,E 12th St & Jackson St,E 12th St & Jackson St,E 12th St & Jackson St,StreetInt,,,E 12th St & Jackson St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,E 12th St & Jackson St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.094835800895225,44.953704998330927,-93.094835800895225,44.953704998330927,-93.095835800746585,-93.093835801043852,44.952704998546395,44.954704998115467,,12 ST E & JACKSON ST,12 ST E & JACKSON ST
37,M,97.890000000000001,A,12th St W & John Ireland,12th St W & John Ireland,12th St W & John Ireland,StreetInt,,,12th St W & John Ireland,,,20.000000000000000,,,,,,,,,,,,,,,,,,,12th St W & John Ireland,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.105473798162819,44.951445999398274,-93.105473798162819,44.951445999398274,-93.106473798014235,-93.104473798311403,44.950445999613734,44.952445999182814,BD,12 ST W & JOHNIRELAND BD,12 ST W & JOHNIRELAND BD
38,M,92.349999999999994,A,E 12th St & Wabasha St N,E 12th St & Wabasha St N,E 12th St & Wabasha St N,StreetInt,,,E 12th St & Wabasha St N,,,20.000000000000000,,,,,,,,,,,,,,,,,,,E 12th St & Wabasha St N,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.099956799745769,44.951409999021223,-93.099956799745769,44.951409999021223,-93.100956799597157,-93.098956799894381,44.950409999236683,44.952409998805749,,12 ST E & WABASHA ST,12 ST E & WABASHA ST
39,M,99.000000000000000,A,12th St W & St Peter St,12th St W & St Peter St,12th St W & St Peter St,StreetInt,,,12th St W & St Peter St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,12th St W & St Peter St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.102728799002350,44.951049999265933,-93.102728799002350,44.951049999265933,-93.103728798853766,-93.101728799150962,44.950049999481394,44.952049999050487,,12 ST W & STPETER ST,12 ST W & STPETER ST
40,M,96.849999999999994,A,12th St W & Wabasha St N,12th St W & Wabasha St N,12th St W & Wabasha St N,StreetInt,,,12th St W & Wabasha St N,,,20.000000000000000,,,,,,,,,,,,,,,,,,,12th St W & Wabasha St N,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.099956799745769,44.951409999021223,-93.099956799745769,44.951409999021223,-93.100956799597157,-93.098956799894381,44.950409999236683,44.952409998805749,,12 ST W & WABASHA ST,12 ST W & WABASHA ST
41,U,0.000000000000000,A,,,,,,,,,,0.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,13 ST & LAFAYETTE RD,13 ST & LAFAYETTE RD
42,U,0.000000000000000,A,,,,,,,,,,0.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,13 ST & LAFAYETTE ST,13 ST & LAFAYETTE ST
43,M,89.379999999999995,A,E 13th St & Olive St,E 13th St & Olive St,E 13th St & Olive St,StreetInt,,,E 13th St & Olive St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,E 13th St & Olive St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.087554802516792,44.957061997335792,-93.087554802516792,44.957061997335792,-93.088554802368137,-93.086554802665447,44.956061997551245,44.958061997120332,,13 ST & OLIVE ST,13 ST & OLIVE ST
44,M,80.420000000000002,A,E 13th St & N Pine St,E 13th St & N Pine St,E 13th St & N Pine St,StreetInt,,,E 13th St & N Pine St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,E 13th St & N Pine St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.088715802184652,44.957061997416254,-93.088715802184652,44.957061997416254,-93.089715802035997,-93.087715802333278,44.956061997631693,44.958061997200758,,13 ST & PINE ST,13 ST & PINE ST
45,M,89.640000000000001,A,E 12th St & University Ave E,E 12th St & University Ave E,E 12th St & University Ave E,StreetInt,,,E 12th St & University Ave E,,,20.000000000000000,,,,,,,,,,,,,,,,,,,E 12th St & University Ave E,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.091870447300337,44.957739145031425,-93.091870447300337,44.957739145031425,-93.092870447151725,-93.090870447448964,44.956739145246885,44.958739144815979,,12 ST E & UNIVERSITY AV,12 ST E & UNIVERSITY AV
46,M,89.379999999999995,A,E 14th St & Jackson St,E 14th St & Jackson St,E 14th St & Jackson St,StreetInt,,,E 14th St & Jackson St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,E 14th St & Jackson St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.096334300248884,44.955288998203237,-93.096334300248884,44.955288998203237,-93.097334300100258,-93.095334300397482,44.954288998418697,44.956288997987791,,14 ST & JACKSON ST,14 ST & JACKSON ST
47,M,85.879999999999995,A,E 14th St & Robert St N,E 14th St & Robert St N,E 14th St & Robert St N,StreetInt,,,E 14th St & Robert St N,,,20.000000000000000,,,,,,,,,,,,,,,,,,,E 14th St & Robert St N,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.097918299903384,44.954505998427472,-93.097918299903384,44.954505998427472,-93.098918299754786,-93.096918300051982,44.953505998642918,44.955505998212011,,14 ST & ROBERT ST,14 ST & ROBERT ST
48,M,89.379999999999995,A,E 2nd St & Jackson St,E 2nd St & Jackson St,E 2nd St & Jackson St,StreetInt,,,E 2nd St & Jackson St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,E 2nd St & Jackson St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.086951804233578,44.945820998937414,-93.086951804233578,44.945820998937414,-93.087951804084838,-93.085951804382290,44.944820999152888,44.946820998721925,,2 ST & JACKSON ST,2 ST & JACKSON ST
49,U,0.000000000000000,A,,,,,,,,,,0.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,2 ST & KELLOGG BD,2 ST & KELLOGG BD
50,M,85.879999999999995,A,E 2nd St & Robert St N,E 2nd St & Robert St N,E 2nd St & Robert St N,StreetInt,,,E 2nd St & Robert St N,,,20.000000000000000,,,,,,,,,,,,,,,,,,,E 2nd St & Robert St N,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.088742803802830,44.945226999148296,-93.088742803802830,44.945226999148296,-93.089742803654104,-93.087742803951542,44.944226999363792,44.946226998932843,,2 ST & ROBERT ST,2 ST & ROBERT ST
51,M,81.219999999999999,A,E 2nd St & N Sibley St,E 2nd St & N Sibley St,E 2nd St & N Sibley St,StreetInt,,,E 2nd St & N Sibley St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,E 2nd St & N Sibley St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.086047304409519,44.946423998786607,-93.086047304409519,44.946423998786607,-93.087047304260793,-93.085047304558259,44.945423999002095,44.947423998571111,,2 ST & SIBLEY ST,2 ST & SIBLEY ST
52,M,86.219999999999999,A,E 2nd St & Wabasha St N,E 2nd St & Wabasha St N,E 2nd St & Wabasha St N,StreetInt,,,E 2nd St & Wabasha St N,,,20.000000000000000,,,,,,,,,,,,,,,,,,,E 2nd St & Wabasha St N,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.092691552841387,44.944002999600784,-93.092691552841387,44.944002999600784,-93.093691552692675,-93.091691552990099,44.943002999816272,44.945002999385302,,2 ST & WABASHA ST,2 ST & WABASHA ST
53,U,0.000000000000000,A,,,,,,,,,,0.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,280 HW & COMO BD,280 HW & COMO BD
54,U,0.000000000000000,A,,,,,,,,,,0.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,280 HW & COMO LAKE,280 HW & COMO LAKE
55,M,90.909999999999997,A,State Hwy 280 & Como Ave,State Hwy 280 & Como Ave,State Hwy 280 & Como Ave,StreetInt,,,State Hwy 280 & Como Ave,,,20.000000000000000,,,,,,,,,,,,,,,,,,,State Hwy 280 & Como Ave,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.203641265114499,44.987617000931749,-93.203641265114499,44.987617000931749,-93.204641264966739,-93.202641265262244,44.986617001147053,44.988617000716452,HW,280 HW & COMO AV,280 HW & COMO AV
56,U,0.000000000000000,A,,,,,,,,,,0.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,280 HW & COMO DR,280 HW & COMO DR
57,U,0.000000000000000,A,,,,,,,,,,0.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,280 HW & COMO PL,280 HW & COMO PL
58,M,94.120000000000005,A,State Hwy 280 & Energy Park Dr,State Hwy 280 & Energy Park Dr,State Hwy 280 & Energy Park Dr,StreetInt,,,State Hwy 280 & Energy Park Dr,,,20.000000000000000,,,,,,,,,,,,,,,,,,,State Hwy 280 & Energy Park Dr,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.202790766801868,44.977150002398808,-93.202790766801868,44.977150002398808,-93.203790766654038,-93.201790766949671,44.976150002614126,44.978150002183483,HW,280 HW & ENERGYPARK DR,280 HW & ENERGYPARK DR
59,M,86.200000000000003,A,State Hwy 280 & N Eustis St,State Hwy 280 & N Eustis St,State Hwy 280 & N Eustis St,StreetInt,,,State Hwy 280 & N Eustis St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,State Hwy 280 & N Eustis St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.202421767581299,44.972263003085921,-93.202421767581299,44.972263003085921,-93.203421767433454,-93.201421767729158,44.971263003301246,44.973263002870581,HW,280 HW & EUSTIS ST,280 HW & EUSTIS ST
