OID_,Status,Score,Match_type,Match_addr,LongLabel,ShortLabel,Addr_type,Type,PlaceName,Place_addr,Phone,URL,Rank,AddBldg,AddNum,AddNumFrom,AddNumTo,AddRange,Side,StPreDir,StPreType,StName,StType,StDir,BldgType,BldgName,LevelType,LevelName,UnitType,UnitName,SubAddr,StAddr,Block,Sector,Nbrhd,District,City,MetroArea,Subregion,Region,RegionAbbr,Territory,Zone,Postal,PostalExt,Country,CntryName,LangCode,Distance,X,Y,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax,ExInfo,IN_SingleLine,USER_combined
1675,M,78.209999999999994,A,Cedar St & Como Ave,Cedar St & Como Ave,Cedar St & Como Ave,StreetInt,,,Cedar St & Como Ave,,,20.000000000000000,,,,,,,,,,,,,,,,,,,Cedar St & Como Ave,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.100825298465637,44.958915997984384,-93.100825298465637,44.958915997984384,-93.101825298317067,-93.099825298614192,44.957915998199837,44.959915997768952,DR,CEDAR ST & COMO DR,CEDAR ST & COMO DR
1676,U,0.000000000000000,A,,,,,,,,,,0.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,CEDAR ST & DR MARTINLUTHERKING NA,CEDAR ST & DR MARTINLUTHERKING NA
1677,M,92.430000000000007,A,Cedar St & E Exchange St,Cedar St & E Exchange St,Cedar St & E Exchange St,StreetInt,,,Cedar St & E Exchange St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,Cedar St & E Exchange St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.096491800980502,44.949636999040329,-93.096491800980502,44.949636999040329,-93.097491800831833,-93.095491801129128,44.948636999255797,44.950636998824855,,CEDAR ST & EXCHANGE ST,CEDAR ST & EXCHANGE ST
1678,M,98.329999999999998,A,Cedar St & I- 94,Cedar St & I- 94,Cedar St & I- 94,StreetInt,,,Cedar St & I- 94,,,20.000000000000000,,,,,,,,,,,,,,,,,,,Cedar St & I- 94,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.098264800239633,44.951337998914504,-93.098264800239633,44.951337998914504,-93.099264800090992,-93.097264800388245,44.950337999129971,44.952337998699051,FW,CEDAR ST & I94 FW,CEDAR ST & I94 FW
1679,M,77.430000000000007,A,Cedar St & E Kellogg Blvd,Cedar St & E Kellogg Blvd,Cedar St & E Kellogg Blvd,StreetInt,,,Cedar St & E Kellogg Blvd,,,20.000000000000000,,,,,,,,,,,,,,,,,,,Cedar St & E Kellogg Blvd,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.091559803087250,44.944569999439501,-93.091559803087250,44.944569999439501,-93.092559802938538,-93.090559803235962,44.943569999654983,44.945569999224013,BD,CEDAR ST & KELLOGG BD,CEDAR ST & KELLOGG BD
1680,M,100.000000000000000,A,Cedar St & Sherburne Ave,Cedar St & Sherburne Ave,Cedar St & Sherburne Ave,StreetInt,,,Cedar St & Sherburne Ave,,,20.000000000000000,,,,,,,,,,,,,,,,,,,Cedar St & Sherburne Ave,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.100874798736044,44.956845998290319,-93.100874798736044,44.956845998290319,-93.101874798587474,-93.099874798884613,44.955845998505758,44.957845998074866,,CEDAR ST & SHERBURNE AV,CEDAR ST & SHERBURNE AV
1681,U,0.000000000000000,A,,,,,,,,,,0.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,CEDAR ST & MARTIN LUTHER KING NA,CEDAR ST & MARTIN LUTHER KING NA
1682,M,94.140000000000001,A,Cedar St & University Ave W,Cedar St & University Ave W,Cedar St & University Ave W,StreetInt,,,Cedar St & University Ave W,,,20.000000000000000,,,,,,,,,,,,,,,,,,,Cedar St & University Ave W,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.100820798887568,44.955855998431254,-93.100820798887568,44.955855998431254,-93.101820798738999,-93.099820799036166,44.954855998646714,44.956855998215808,,CEDAR ST & UNIVERSITY AV,CEDAR ST & UNIVERSITY AV
1683,M,85.349999999999994,A,Cedar St & E 4th St,Cedar St & E 4th St,Cedar St & E 4th St,StreetInt,,,Cedar St & E 4th St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,Cedar St & E 4th St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.092455302706256,44.945478999368618,-93.092455302706256,44.945478999368618,-93.093455302557572,-93.091455302854953,44.944478999584106,44.946478999153129,N,CEDAR ST N & 4 ST,CEDAR ST N & 4 ST
1684,M,90.370000000000005,A,Cedar St & E Exchange St,Cedar St & E Exchange St,Cedar St & E Exchange St,StreetInt,,,Cedar St & E Exchange St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,Cedar St & E Exchange St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.096491800980502,44.949636999040329,-93.096491800980502,44.949636999040329,-93.097491800831833,-93.095491801129128,44.948636999255797,44.950636998824855,N,CEDAR ST N & EXCHANGE ST,CEDAR ST N & EXCHANGE ST
1685,M,75.750000000000000,A,Cedar St & E Kellogg Blvd,Cedar St & E Kellogg Blvd,Cedar St & E Kellogg Blvd,StreetInt,,,Cedar St & E Kellogg Blvd,,,20.000000000000000,,,,,,,,,,,,,,,,,,,Cedar St & E Kellogg Blvd,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.091559803087250,44.944569999439501,-93.091559803087250,44.944569999439501,-93.092559802938538,-93.090559803235962,44.943569999654983,44.945569999224013,N | BD,CEDAR ST N & KELLOGG BD,CEDAR ST N & KELLOGG BD
1686,M,85.349999999999994,A,Cedar St & E 5th St,Cedar St & E 5th St,Cedar St & E 5th St,StreetInt,,,Cedar St & E 5th St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,Cedar St & E 5th St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.093202302385052,44.946261999305875,-93.093202302385052,44.946261999305875,-93.094202302236368,-93.092202302533735,44.945261999521342,44.947261999090379,N,CEDAR ST N & 5 ST,CEDAR ST N & 5 ST
1687,M,95.700000000000003,A,W Central Ave & Arundel St,W Central Ave & Arundel St,W Central Ave & Arundel St,StreetInt,,,W Central Ave & Arundel St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,W Central Ave & Arundel St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.118676794164131,44.953066000076610,-93.118676794164131,44.953066000076610,-93.119676794015646,-93.117676794312629,44.952066000292049,44.954065999861150,,CENTRAL AV W & ARUNDEL ST,CENTRAL AV W & ARUNDEL ST
1688,M,88.849999999999994,A,W Central Ave & N Chatsworth St,W Central Ave & N Chatsworth St,W Central Ave & N Chatsworth St,StreetInt,,,W Central Ave & N Chatsworth St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,W Central Ave & N Chatsworth St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.141550287627467,44.953039001666482,-93.141550287627467,44.953039001666482,-93.142550287479111,-93.140550287775824,44.952039001881921,44.954039001451058,,CENTRAL AV W & CHATSWORTH ST,CENTRAL AV W & CHATSWORTH ST
1689,M,91.299999999999997,A,W Central Ave & Dale St N,W Central Ave & Dale St N,W Central Ave & Dale St N,StreetInt,,,W Central Ave & Dale St N,,,20.000000000000000,,,,,,,,,,,,,,,,,,,W Central Ave & Dale St N,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.126335791978903,44.953030000612806,-93.126335791978903,44.953030000612806,-93.127335791830461,-93.125335792127359,44.952030000828245,44.954030000397353,,CENTRAL AV W & DALE ST,CENTRAL AV W & DALE ST
1690,M,87.549999999999997,A,W Central Ave & N Dunlap St,W Central Ave & N Dunlap St,W Central Ave & N Dunlap St,StreetInt,,,W Central Ave & N Dunlap St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,W Central Ave & N Dunlap St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.149204785437917,44.953048002196084,-93.149204785437917,44.953048002196084,-93.150204785289617,-93.148204785586202,44.952048002411502,44.954048001980652,,CENTRAL AV W & DUNLAP ST,CENTRAL AV W & DUNLAP ST
1691,M,86.739999999999995,A,W Central Ave & N Fisk St,W Central Ave & N Fisk St,W Central Ave & N Fisk St,StreetInt,,,W Central Ave & N Fisk St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,W Central Ave & N Fisk St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.134840789545791,44.953039001201205,-93.134840789545791,44.953039001201205,-93.135840789397392,-93.133840789694176,44.952039001416622,44.954039000985766,,CENTRAL AV W & FISK ST,CENTRAL AV W & FISK ST
1692,M,87.549999999999997,A,W Central Ave & N Grotto St,W Central Ave & N Grotto St,W Central Ave & N Grotto St,StreetInt,,,W Central Ave & N Grotto St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,W Central Ave & N Grotto St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.131402790530032,44.953030000964105,-93.131402790530032,44.953030000964105,-93.132402790381633,-93.130402790678460,44.952030001179551,44.954030000748674,,CENTRAL AV W & GROTTO ST,CENTRAL AV W & GROTTO ST
1693,M,91.040000000000006,A,Central Ave W & N Kent St,Central Ave W & N Kent St,Central Ave W & N Kent St,StreetInt,,,Central Ave W & N Kent St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,Central Ave W & N Kent St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.123775292709851,44.953039000433975,-93.123775292709851,44.953039000433975,-93.124775292561395,-93.122775292858307,44.952039000649414,44.954039000218536,,CENTRAL AV W & KENT ST,CENTRAL AV W & KENT ST
1694,U,0.000000000000000,A,,,,,,,,,,0.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,CENTRAL AV W & LEXINGTON PA,CENTRAL AV W & LEXINGTON PA
1695,U,0.000000000000000,A,,,,,,,,,,0.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,CENTRAL AV W & LEXINGTON PK,CENTRAL AV W & LEXINGTON PK
1696,M,87.549999999999997,A,W Central Ave & N Milton St,W Central Ave & N Milton St,W Central Ave & N Milton St,StreetInt,,,W Central Ave & N Milton St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,W Central Ave & N Milton St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.139007788354363,44.953039001490168,-93.139007788354363,44.953039001490168,-93.140007788206006,-93.138007788502733,44.952039001705593,44.954039001274744,,CENTRAL AV W & MILTON ST,CENTRAL AV W & MILTON ST
1697,M,87.549999999999997,A,W Central Ave & N Oxford St,W Central Ave & N Oxford St,W Central Ave & N Oxford St,StreetInt,,,W Central Ave & N Oxford St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,W Central Ave & N Oxford St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.144101786897991,44.953039001843443,-93.144101786897991,44.953039001843443,-93.145101786749677,-93.143101787046334,44.952039002058875,44.954039001628018,,CENTRAL AV W & OXFORD ST,CENTRAL AV W & OXFORD ST
1698,M,88.150000000000006,A,W Central Ave & N St Albans St,W Central Ave & N St Albans St,W Central Ave & N St Albans St,StreetInt,,,W Central Ave & N St Albans St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,W Central Ave & N St Albans St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.128869291254460,44.953030000788459,-93.128869291254460,44.953030000788459,-93.129869291106033,-93.127869291402874,44.952030001003898,44.954030000573013,,CENTRAL AV W & STALBANS ST,CENTRAL AV W & STALBANS ST
1699,M,88.129999999999995,A,W Central Ave & N Victoria St,W Central Ave & N Victoria St,W Central Ave & N Victoria St,StreetInt,,,W Central Ave & N Victoria St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,W Central Ave & N Victoria St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.136474289078734,44.953039001314473,-93.136474289078734,44.953039001314473,-93.137474288930363,-93.135474289227105,44.952039001529904,44.954039001099048,,CENTRAL AV W & VICTORIA ST,CENTRAL AV W & VICTORIA ST
1700,M,86.739999999999995,A,W Central Ave & N Avon St,W Central Ave & N Avon St,W Central Ave & N Avon St,StreetInt,,,W Central Ave & N Avon St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,W Central Ave & N Avon St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.133220790010228,44.953030001090184,-93.133220790010228,44.953030001090184,-93.134220789861828,-93.132220790158613,44.952030001305616,44.954030000874738,,CENTRAL AV W & AVON ST,CENTRAL AV W & AVON ST
1701,M,76.469999999999999,A,W Central Ave & N Victoria St,W Central Ave & N Victoria St,W Central Ave & N Victoria St,StreetInt,,,W Central Ave & N Victoria St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,W Central Ave & N Victoria St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.136474289078734,44.953039001314473,-93.136474289078734,44.953039001314473,-93.137474288930363,-93.135474289227105,44.952039001529904,44.954039001099048,WY,CENTRAL AV W & VICTORIA WY,CENTRAL AV W & VICTORIA WY
1702,U,0.000000000000000,A,,,,,,,,,,0.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,CESAR CHAVEZ ST & CLINTON AV,CESAR CHAVEZ ST & CLINTON AV
1703,M,95.700000000000003,A,W Central Ave & Western Ave,W Central Ave & Western Ave,W Central Ave & Western Ave,StreetInt,,,W Central Ave & Western Ave,,,20.000000000000000,,,,,,,,,,,,,,,,,,,W Central Ave & Western Ave,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.116129794890043,44.953083999897402,-93.116129794890043,44.953083999897402,-93.117129794741544,-93.115129795038555,44.952084000112848,44.954083999681963,,CENTRAL AV W & WESTERN AV,CENTRAL AV W & WESTERN AV
1704,U,0.000000000000000,A,,,,,,,,,,0.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,CESAR CHAVEZ ST & CONGRESS ST,CESAR CHAVEZ ST & CONGRESS ST
1705,U,0.000000000000000,A,,,,,,,,,,0.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,CENTRAL PK W & MARTIN LUTHER KING NA,CENTRAL PK W & MARTIN LUTHER KING NA
1706,U,0.000000000000000,A,,,,,,,,,,0.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,CESAR CHAVEZ ST & ROBERT ST,CESAR CHAVEZ ST & ROBERT ST
1707,U,0.000000000000000,A,,,,,,,,,,0.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,CESARCHAVEZ ST & ADA ST,CESARCHAVEZ ST & ADA ST
1708,U,0.000000000000000,A,,,,,,,,,,0.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,CESARCHAVEZ ST & ANITA ST,CESARCHAVEZ ST & ANITA ST
1709,U,0.000000000000000,A,,,,,,,,,,0.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,CESAR CHAVEZ ST & WABASHA ST,CESAR CHAVEZ ST & WABASHA ST
1710,U,0.000000000000000,A,,,,,,,,,,0.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,CESARCHAVEZ ST & CONGRESS ST,CESARCHAVEZ ST & CONGRESS ST
1711,U,0.000000000000000,A,,,,,,,,,,0.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,CESARCHAVEZ ST & ISABEL ST,CESARCHAVEZ ST & ISABEL ST
1712,U,0.000000000000000,A,,,,,,,,,,0.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,CESAR CHAVEZ ST & STATE ST,CESAR CHAVEZ ST & STATE ST
1713,U,0.000000000000000,A,,,,,,,,,,0.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,CESARCHAVEZ ST & ROBERT ST,CESARCHAVEZ ST & ROBERT ST
1714,U,0.000000000000000,A,,,,,,,,,,0.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,CESARCHAVEZ ST & WABASHA ST,CESARCHAVEZ ST & WABASHA ST
1715,U,0.000000000000000,A,,,,,,,,,,0.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,CESARCHAVEZ ST & WINIFRED ST,CESARCHAVEZ ST & WINIFRED ST
1716,U,0.000000000000000,A,,,,,,,,,,0.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,CESARCHAVEZ ST & STATE ST,CESARCHAVEZ ST & STATE ST
1717,M,82.890000000000001,A,W Charles Ave & N Albert St,W Charles Ave & N Albert St,W Charles Ave & N Albert St,StreetInt,,,W Charles Ave & N Albert St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,W Charles Ave & N Albert St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.159370281917688,44.957512002249430,-93.159370281917688,44.957512002249430,-93.160370281769488,-93.158370282065917,44.956512002464819,44.958512002034006,,CHARLES AV & ALBERT ST,CHARLES AV & ALBERT ST
1718,M,82.890000000000001,A,W Charles Ave & N Aldine St,W Charles Ave & N Aldine St,W Charles Ave & N Aldine St,StreetInt,,,W Charles Ave & N Aldine St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,W Charles Ave & N Aldine St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.172100778285099,44.957467003139442,-93.172100778285099,44.957467003139442,-93.173100778136956,-93.171100778433228,44.956467003354831,44.958467002924053,,CHARLES AV & ALDINE ST,CHARLES AV & ALDINE ST
1719,M,78.159999999999997,A,N Chamber St & E Idaho Ave,N Chamber St & E Idaho Ave,N Chamber St & E Idaho Ave,StreetInt,,,N Chamber St & E Idaho Ave,,,20.000000000000000,,,,,,,,,,,,,,,,,,,N Chamber St & E Idaho Ave,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.046982809571446,44.990199989681834,-93.046982809571446,44.990199989681834,-93.047982809422749,-93.045982809720144,44.989199989897244,44.991199989466438,,CHAMBER ST & IDAHO AV,CHAMBER ST & IDAHO AV
1720,M,83.200000000000003,A,W Charles Ave & N Arundel St,W Charles Ave & N Arundel St,W Charles Ave & N Arundel St,StreetInt,,,W Charles Ave & N Arundel St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,W Charles Ave & N Arundel St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.118699293538938,44.957565999420630,-93.118699293538938,44.957565999420630,-93.119699293390482,-93.117699293687409,44.956565999636069,44.958565999205199,,CHARLES AV & ARUNDEL ST,CHARLES AV & ARUNDEL ST
1721,M,82.890000000000001,A,W Charles Ave & N Asbury St,W Charles Ave & N Asbury St,W Charles Ave & N Asbury St,StreetInt,,,W Charles Ave & N Asbury St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,W Charles Ave & N Asbury St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.165323780222124,44.957467002669112,-93.165323780222124,44.957467002669112,-93.166323780073938,-93.164323780370296,44.956467002884509,44.958467002453709,,CHARLES AV & ASBURY ST,CHARLES AV & ASBURY ST
1722,M,91.040000000000006,A,W Charles Ave & Capitol Hts,W Charles Ave & Capitol Hts,W Charles Ave & Capitol Hts,StreetInt,,,W Charles Ave & Capitol Hts,,,20.000000000000000,,,,,,,,,,,,,,,,,,,W Charles Ave & Capitol Hts,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.099574298959581,44.957925998042356,-93.099574298959581,44.957925998042356,-93.100574298811011,-93.098574299108165,44.956925998257816,44.958925997826910,,CHARLES AV & CAPITOL HT,CHARLES AV & CAPITOL HT
1723,M,96.849999999999994,A,Charles Ave & Carlton St,Charles Ave & Carlton St,Charles Ave & Carlton St,StreetInt,,,Charles Ave & Carlton St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,Charles Ave & Carlton St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.195370270692990,44.964307003756709,-93.195370270692990,44.964307003756709,-93.196370270545046,-93.194370270840935,44.963307003972076,44.965307003541348,,CHARLES AV & CARLETON ST,CHARLES AV & CARLETON ST
1724,U,0.000000000000000,A,,,,,,,,,,0.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,CHARLES AV & CAPITOL BD,CHARLES AV & CAPITOL BD
1725,M,91.040000000000006,A,W Charles Ave & Cedar St,W Charles Ave & Cedar St,W Charles Ave & Cedar St,StreetInt,,,W Charles Ave & Cedar St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,W Charles Ave & Cedar St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.100870298590110,44.957916998133499,-93.100870298590110,44.957916998133499,-93.101870298441540,-93.099870298738665,44.956916998348959,44.958916997918060,,CHARLES AV & CEDAR ST,CHARLES AV & CEDAR ST
1726,M,84.189999999999998,A,W Charles Ave & N Chatsworth St,W Charles Ave & N Chatsworth St,W Charles Ave & N Chatsworth St,StreetInt,,,W Charles Ave & N Chatsworth St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,W Charles Ave & N Chatsworth St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.141554787007109,44.957539001009522,-93.141554787007109,44.957539001009522,-93.142554786858796,-93.140554787155438,44.956539001224940,44.958539000794097,,CHARLES AV & CHATSWORTH ST,CHARLES AV & CHATSWORTH ST
1727,M,86.640000000000001,A,W Charles Ave & Dale St N,W Charles Ave & Dale St N,W Charles Ave & Dale St N,StreetInt,,,W Charles Ave & Dale St N,,,20.000000000000000,,,,,,,,,,,,,,,,,,,W Charles Ave & Dale St N,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.126362791351070,44.957538999955936,-93.126362791351070,44.957538999955936,-93.127362791202671,-93.125362791499484,44.956539000171368,44.958538999740504,,CHARLES AV & DALE ST,CHARLES AV & DALE ST
1728,M,82.890000000000001,A,W Charles Ave & N Dunlap St,W Charles Ave & N Dunlap St,W Charles Ave & N Dunlap St,StreetInt,,,W Charles Ave & N Dunlap St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,W Charles Ave & N Dunlap St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.149173284830226,44.957530001539304,-93.149173284830226,44.957530001539304,-93.150173284681955,-93.148173284978498,44.956530001754722,44.958530001323879,,CHARLES AV & DUNLAP ST,CHARLES AV & DUNLAP ST
1729,M,91.040000000000006,A,W Charles Ave & Elfelt St,W Charles Ave & Elfelt St,W Charles Ave & Elfelt St,StreetInt,,,W Charles Ave & Elfelt St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,W Charles Ave & Elfelt St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.112021295447605,44.957574998956368,-93.112021295447605,44.957574998956368,-93.113021295299106,-93.111021295596103,44.956574999171821,44.958574998740943,,CHARLES AV & ELFELT ST,CHARLES AV & ELFELT ST
1730,M,84.189999999999998,A,W Charles Ave & N Farrington St,W Charles Ave & N Farrington St,W Charles Ave & N Farrington St,StreetInt,,,W Charles Ave & N Farrington St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,W Charles Ave & N Farrington St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.113429795044766,44.957574999054010,-93.113429795044766,44.957574999054010,-93.114429794896282,-93.112429795193265,44.956574999269456,44.958574998838571,,CHARLES AV & FARRINGTON ST,CHARLES AV & FARRINGTON ST
1731,M,82.519999999999996,A,W Charles Ave & N Fry St,W Charles Ave & N Fry St,W Charles Ave & N Fry St,StreetInt,,,W Charles Ave & N Fry St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,W Charles Ave & N Fry St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.169603278998935,44.957467002966098,-93.169603278998935,44.957467002966098,-93.170603278850777,-93.168603279147078,44.956467003181501,44.958467002750687,,CHARLES AV & FRY ST,CHARLES AV & FRY ST
1732,M,91.040000000000006,A,W Charles Ave & Galtier St,W Charles Ave & Galtier St,W Charles Ave & Galtier St,StreetInt,,,W Charles Ave & Galtier St,,,20.000000000000000,,,,,,,,,,,,,,,,,,,W Charles Ave & Galtier St,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.110594795854368,44.957583998856165,-93.110594795854368,44.957583998856165,-93.111594795705869,-93.109594796002867,44.956583999071619,44.958583998640734,,CHARLES AV & GALTIER ST,CHARLES AV & GALTIER ST
1733,M,96.090000000000003,A,Charles Ave & Fairview Ave N,Charles Ave & Fairview Ave N,Charles Ave & Fairview Ave N,StreetInt,,,Charles Ave & Fairview Ave N,,,20.000000000000000,,,,,,,,,,,,,,,,,,,Charles Ave & Fairview Ave N,,,,,,,,,,,,,,,USA,ENG,0.000000000000000,-93.177194776882516,44.957080003549493,-93.177194776882516,44.957080003549493,-93.178194776734401,-93.176194777030616,44.956080003764875,44.958080003334082,,CHARLES AV & FAIRVIEW AV,CHARLES AV & FAIRVIEW AV
